"DateIso","Portfolio","Benchmark"
"2022-12-31","293.81918852432","170.13429544999"
"2023-01-31","301.739781873801","182.902385247545"
"2023-02-28","301.739781873801","176.829023852475"
"2023-03-31","301.44709059616","182.721988374424"
"2023-04-30","299.630850690449","185.588294247344"
"2023-05-31","297.870928208327","183.644016837042"
"2023-06-30","307.266559606502","192.303066746843"
"2023-07-31","317.760038532027","199.218280216476"
"2023-08-31","300.779391624593","193.425536179595"
"2023-09-30","284.128957337571","185.147324113049"
"2023-10-31","280.465439230796","180.436961314893"
"2023-11-30","305.565539975981","196.472238925636"
"2023-12-31","330.832322738862","203.988775305673"
"2024-01-31","326.789986524599","204.550010022048"
"2024-02-29","357.725351700786","213.770294648226"
"2024-03-31","357.725351700786","220.7456404089"
"2024-04-30","332.677169737","212.908398476649"
"2024-05-31","344.767004451935","222.649829625175"
"2024-06-30","349.048040675529","225.295650430948"
"2024-07-31","353.837723603373","228.763279214271"
"2024-08-31","356.006092428916","234.475846863099"
"2024-09-30","361.789201731956","239.62717979555"
"2024-10-31","362.027248304358","234.616155542193"
"2024-11-30","391.422096479157","244.076969332532"
"2024-12-31","372.241617323433","235.518139907797"
"2025-01-31","395.837448546395","242.914411705753"
"2025-02-28","382.167581044859","242.192824213269"
"2025-03-31","367.505463236178","232.992583684105"
"2025-04-30","372.162423820005","234.495890960112"
"2025-05-31","395.766992654507","247.845259571056"
"2025-06-30","422.565196482024","257.767087592704"
"2025-07-31","434.622223464633","260.49308478653"
"2025-08-31","439.148313511026","267.468430547204"
"2025-09-30","464.599806580316","277.08959711365"
"2025-10-31","479.942801611279","283.443575866907"
"2025-11-30","470.622470483437","283.563840448988"
"2025-12-31","476.126149300579","283.603928643015"
"2026-01-30","505.326020792922","291.6416115454"
"2026-02-27","518.761327428901","295.409901783925"
"2026-03-30","472.36","268.97"
"2026-04-30","510.47","294.57"
"2026-05-29","544.5","308.18"
