"DateIso","Portfolio","Benchmark"
"2022-10-24","576.742631713309","455.943861780003"
"2022-11-21","558.14022359526","455.157738192509"
"2022-12-20","519.013701552647","430.608423891431"
"2023-01-20","528.085098586916","432.820102835125"
"2023-02-17","528.424465530788","456.083304708005"
"2023-03-20","506.279045956848","450.394008453842"
"2023-04-18","532.49961464799","474.150717724805"
"2023-05-16","540.252368969798","478.559605092652"
"2023-06-14","530.422235073613","468.560066315128"
"2023-07-14","538.655263680272","477.589315158279"
"2023-08-11","550.728733941849","491.774585767848"
"2023-09-11","555.636530663871","489.409554333094"
"2023-10-09","548.75192458067","481.027091023195"
"2023-11-06","540.109406782667","469.288290717107"
"2023-12-05","561.738211015928","495.050191477339"
"2024-01-04","567.852100733684","508.699329220698"
"2024-02-02","598.317493047422","529.423298259194"
"2024-03-04","600.54772762512","541.55215639638"
"2024-04-02","617.184000492708","554.993160553609"
"2024-04-30","618.908193849197","555.464223838998"
"2024-05-29","630.80485604603","565.263648314175"
"2024-06-27","642.745888445568","585.074184865876"
"2024-07-26","641.568449275609","587.472086974169"
"2024-08-23","642.12024700533","584.552437690848"
"2024-09-23","651.370596235431","594.170682158481"
"2024-10-21","672.69644749431","616.445399741665"
"2024-11-18","681.106085152069","616.384110364391"
"2024-12-17","695.890287674718","646.615337195194"
"2025-01-17","716.773216650064","648.635087326254"
"2025-02-18","727.855350129231","661.391557543101"
"2025-03-18","717.124871263459","644.966322623161"
"2025-04-15","693.786088000219","619.483198826769"
"2025-05-14","705.543092466204","646.359810517041"
"2025-06-12","726.049914197023","643.440123018668"
"2025-07-14","746.286588216743","668.300556040661"
"2025-08-11","758.673295596284","681.264229657187"
"2025-09-09","776.01552456464","694.843538089748"
"2025-10-07","829.324727242192","723.206990594984"
"2025-11-04","835.667850947776","740.174959394169"
"2025-12-03","877.911269847492","759.394800736641"
"2026-01-02","914.250172403525","756.05944012634"
"2026-02-02","974.465692469615","774.102285210347"
"2026-03-30","895.87","720.91"
"2026-04-30","952.14","769.31"
"2026-05-29","967.72","794.86"
