"FundCode","FundName","ProductName","ClassName","Vintage","Manager","OneWeek","OneMonth","ThreeMonth","SixMonth","NineMonth","OneYear","TwoYear","ThreeYear","FiveYear","YTD","NetAssets","FundAssets","InceptionDate","MajorType","MinorType","BM","Flow1YAssetsCurrent","Flow1YAssetsCompare","Flow1YAssetsChange","Flow1YCashFlow","Flow1YShareCurrent","Flow1YShareCompare","Flow1YShareChange","Flow3YAssetsCurrent","Flow3YAssetsCompare","Flow3YAssetsChange","Flow3YCashFlow","Flow3YShareCurrent","Flow3YShareCompare","Flow3YShareChange","Risk1YMeanReturn","Risk1YStdDev","Risk1YAlpha","Risk1YBeta","Risk1YRSquare","Risk1YSharpe","Risk1YTreynor","Risk1YResidualRisk","Risk1YIR","Risk1YDownsideDev","Risk1YUpsideDev","Risk1YRiskNetAssets","Risk1YModifiedSharpe","Risk3YMeanReturn","Risk3YStdDev","Risk3YAlpha","Risk3YBeta","Risk3YRSquare","Risk3YSharpe","Risk3YTreynor","Risk3YResidualRisk","Risk3YIR","Risk3YDownsideDev","Risk3YUpsideDev","Risk3YRiskNetAssets","Risk3YModifiedSharpe","AllocationEquity","AllocationBond","AllocationFuturesLong","AllocationFuturesShort","AllocationOptionsLong","AllocationOptionsShort","AllocationFundSecurities","AllocationLiquidity","AllocationNetAssets","AllocationFundAssets","AllocationETF","AllocationEquityPct","AllocationBondPct","AllocationFuturesLongPct","AllocationFuturesShortPct","AllocationFundSecuritiesPct","AllocationLiquidityPct","AllocationETFPct"
"K55105D34272","삼성글로벌EMPTDF2035자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2035자[주혼-파생재간접]","_Cf","2035","삼성운용","1.94","7.56","13.57","14.9","20.01","25.4","35.57","52.84","46.83","14.42","89.77","53.46","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","89.77","71.59","18.18","0","0.03","0.04","-0.01","89.77","58.73","31.04","-0.32","0.03","0.05","-0.03","0.42","8.99","0.79","1.67","0.91","2.14","11.5","4.39","1.87","4.71","4.52","88.8","2.14","0.27","8.66","-0.15","1.4","0.93","1.22","7.54","3.35","0.88","3.31","3.44","88.8","1.22","0","0","0","0","0","0","87.69","2.08","89.77","53.46","0","0","0","0","0","97.682968","2.317032","0"
"K55105D34314","삼성글로벌EMPTDF2035자[주혼-파생재간접]_C-Pe","삼성글로벌EMPTDF2035자[주혼-파생재간접]","_C-Pe","2035","삼성운용","1.93","7.55","13.52","14.78","19.81","25.13","34.9","51.62","44.76","14.32","0.71","0.43","2020-06-15","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.71","0.52","0.19","0.04","0","0","0","0.71","0.06","0.65","0.46","0","0","0","0.42","8.99","0.57","1.67","0.91","2.11","11.37","4.39","1.82","4.6","4.56","0.7","2.11","0.26","8.67","-0.42","1.41","0.93","1.19","7.35","3.35","0.8","3.32","3.43","0.7","1.19","0","0","0","0","0","0","0.69","0.02","0.71","0.43","0","0","0","0","0","97.183099","2.816901","0"
"K55105D41632","삼성글로벌EMP적격TDF2030자[주혼-재간접]_C-P","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_C-P","2030","삼성운용","1.81","6.93","12.28","13.37","17.85","22.67","31.74","46.96","","12.99","0.21","0.15","2020-05-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.21","0.12","0.08","0.05","0","0","0","0.21","0.06","0.15","0.1","0","0","0","0.38","8.41","-0.18","1.56","0.91","2.03","10.91","3.86","1.56","3.92","4.04","0.2","2.03","0.24","8.14","-0.74","1.31","0.92","1.14","7.08","2.96","0.56","2.87","3.07","0.2","1.14","0","0","0","0","0","0","0.2","0","0.21","0.15","0","0","0","0","0","95.238095","0","0"
"K55105D41640","삼성글로벌EMP적격TDF2030자[주혼-재간접]_C-Pe","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_C-Pe","2030","삼성운용","1.82","6.95","12.34","13.51","18.06","22.97","32.37","48.02","42.9","13.1","30.89","19.4","2020-05-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","30.89","27.25","3.64","-2.58","0.01","0.01","-0.01","30.89","7.46","23.43","14.38","0.01","0.01","0","0.38","8.41","0.06","1.56","0.91","2.06","11.07","3.86","1.62","3.89","4.07","30.65","2.06","0.24","8.14","-0.5","1.31","0.92","1.17","7.26","2.96","0.64","2.86","3.08","30.65","1.17","0","0","0","0","0","0","30.47","0.42","30.89","19.4","0","0","0","0","0","98.640337","1.359663","0"
"K55105D41657","삼성글로벌EMP적격TDF2030자[주혼-재간접]_Cp(퇴직연금)","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_Cp(퇴직연금)","2030","삼성운용","1.81","6.94","12.3","13.42","17.92","22.77","31.96","47.32","41.77","13.03","15.96","11.44","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","15.96","10.9","5.06","2.11","0","0.01","0","15.96","2.89","13.07","9.38","0","0","0","0.38","8.41","-0.1","1.56","0.91","2.04","10.96","3.86","1.58","3.91","4.05","15.8","2.04","0.24","8.14","-0.66","1.31","0.92","1.15","7.14","2.96","0.59","2.86","3.08","15.8","1.15","0","0","0","0","0","0","15.75","0.22","15.96","11.44","0","0","0","0","0","98.684211","1.378446","0"
"K55105D41665","삼성글로벌EMP적격TDF2030자[주혼-재간접]_Cpe(퇴직연금)","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_Cpe(퇴직연금)","2030","삼성운용","1.82","6.96","12.36","13.53","18.09","23.01","32.48","48.19","43.18","13.12","587.72","367.39","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","587.72","323.88","263.84","161.01","0.17","0.17","-0.01","587.72","59.78","527.94","396.58","0.17","0.05","0.11","0.38","8.41","0.1","1.56","0.91","2.06","11.09","3.86","1.63","3.88","4.07","581.65","2.06","0.25","8.14","-0.46","1.31","0.92","1.18","7.3","2.96","0.66","2.86","3.08","581.65","1.18","0","0","0","0","0","0","579.76","7.96","587.72","367.39","0","0","0","0","0","98.645614","1.354386","0"
"K55105D41699","삼성글로벌EMP적격TDF2030자[주혼-재간접]_S-P","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_S-P","2030","삼성운용","1.82","6.96","12.38","13.58","18.18","23.13","32.74","48.63","43.9","13.16","2.85","1.82","2020-05-28","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2.85","2.58","0.28","-0.23","0","0","0","2.85","1.46","1.39","0.48","0","0","0","0.39","8.41","0.2","1.56","0.91","2.07","11.16","3.86","1.65","3.87","4.08","2.78","2.07","0.25","8.14","-0.36","1.31","0.92","1.19","7.37","2.96","0.69","2.89","3.05","2.78","1.19","0","0","0","0","0","0","2.81","0.04","2.85","1.82","0","0","0","0","0","98.596491","1.403509","0"
"K55105D41707","삼성글로벌EMP적격TDF2030자[주혼-재간접]_S-P(퇴직연금)","삼성글로벌EMP적격TDF2030자[주혼-재간접]","_S-P(퇴직연금)","2030","삼성운용","1.82","6.97","12.39","13.59","18.18","23.15","32.76","48.68","43.97","13.17","3.23","2.07","2020-06-01","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","3.23","2.82","0.41","-0.26","0","0","0","3.23","2.79","0.44","-0.75","0","0","0","0.39","8.41","0.21","1.56","0.91","2.07","11.16","3.86","1.66","3.87","4.08","3.51","2.07","0.25","8.14","-0.35","1.31","0.92","1.19","7.38","2.96","0.69","2.89","3.06","3.51","1.19","0","0","0","0","0","0","3.19","0.04","3.23","2.07","0","0","0","0","0","98.76161","1.23839","0"
"K55105D41723","삼성글로벌EMPTDF2030자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2030자[주혼-파생재간접]","_Cf","2030","삼성운용","1.8","6.89","12.25","13.46","18","22.9","32.47","48.15","43.91","13.04","85.55","53.52","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","85.55","69.6","15.94","0","0.02","0.04","-0.01","85.55","57.74","27.8","-0.27","0.02","0.05","-0.03","0.38","8.28","0.27","1.54","0.91","2.08","11.21","3.75","1.65","3.75","3.98","84.69","2.08","0.25","7.98","-0.27","1.29","0.92","1.2","7.44","2.84","0.68","2.74","2.95","84.69","1.2","0","0","0","0","0","0","83.44","2.11","85.55","53.52","0","0","0","0","0","97.533606","2.466394","0"
"K55105D41772","삼성글로벌EMPTDF2030자[주혼-파생재간접]_C-Pe","삼성글로벌EMPTDF2030자[주혼-파생재간접]","_C-Pe","2030","삼성운용","1.8","6.87","12.19","13.34","17.81","22.64","31.9","47.2","42.37","12.94","0.47","0.3","2020-06-15","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.47","0.2","0.27","0.2","0","0","0","0.47","0.08","0.39","0.29","0","0","0","0.38","8.29","0.06","1.54","0.91","2.05","11.06","3.75","1.6","3.77","3.95","0.46","2.05","0.24","7.98","-0.49","1.29","0.92","1.17","7.27","2.84","0.61","2.77","2.93","0.46","1.17","0","0","0","0","0","0","0.46","0.01","0.47","0.3","0","0","0","0","0","97.87234","2.12766","0"
"K55105D42473","삼성글로벌EMP적격TDF2040자[주혼-재간접]_C-Pe","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_C-Pe","2040","삼성운용","2.1","8.2","14.77","16.01","21.41","27.11","37.52","55.92","47.28","15.56","27.34","15.8","2020-05-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","27.34","19.61","7.73","1.75","0.01","0.01","0","27.34","8.94","18.4","9.55","0.01","0.01","0","0.45","9.58","0.88","1.78","0.91","2.14","11.52","4.94","1.92","5.43","5.05","27.68","2.14","0.28","9.35","-0.39","1.52","0.93","1.2","7.39","3.93","0.91","3.96","3.99","27.68","1.2","0","0","0","0","0","0","26.96","0.38","27.34","15.8","0","0","0","0","0","98.610095","1.389905","0"
"K55105D42481","삼성글로벌EMP적격TDF2040자[주혼-재간접]_Cp(퇴직연금)","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_Cp(퇴직연금)","2040","삼성운용","2.09","8.18","14.72","15.91","21.24","26.88","36.95","54.87","45.54","15.47","10.42","7.09","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","10.42","4.86","5.55","3.61","0","0","0","10.42","2.7","7.72","5.15","0","0","0","0.44","9.58","0.69","1.78","0.91","2.12","11.41","4.94","1.89","5.28","5.1","10.04","2.12","0.27","9.35","-0.62","1.52","0.93","1.18","7.24","3.93","0.85","3.92","4.01","10.04","1.18","0","0","0","0","0","0","10.27","0.15","10.42","7.09","0","0","0","0","0","98.560461","1.439539","0"
"K55105D42499","삼성글로벌EMP적격TDF2040자[주혼-재간접]_Cpe(퇴직연금)","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_Cpe(퇴직연금)","2040","삼성운용","2.1","8.2","14.79","16.06","21.48","27.21","37.75","56.33","47.97","15.6","321.53","184.48","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","321.53","178.01","143.52","78.77","0.09","0.1","0","321.53","35.61","285.91","201.21","0.09","0.03","0.06","0.45","9.58","0.96","1.78","0.91","2.15","11.56","4.94","1.94","5.42","5.06","316.96","2.15","0.28","9.34","-0.3","1.52","0.93","1.21","7.45","3.93","0.93","3.95","4","316.96","1.21","0","0","0","0","0","0","317.02","4.51","321.53","184.48","0","0","0","0","0","98.597332","1.402668","0"
"K55105D42523","삼성글로벌EMP적격TDF2040자[주혼-재간접]_S-P","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_S-P","2040","삼성운용","2.1","8.21","14.82","16.12","21.58","27.35","38.09","56.98","49.06","15.65","1.91","1.12","2020-05-28","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.91","1.74","0.16","-0.28","0","0","0","1.91","1.39","0.52","-0.24","0","0","0","0.45","9.58","1.07","1.78","0.91","2.16","11.63","4.94","1.96","5.41","5.07","1.89","2.16","0.28","9.34","-0.16","1.52","0.93","1.23","7.54","3.93","0.97","3.93","4.01","1.89","1.23","0","0","0","0","0","0","1.88","0.03","1.91","1.12","0","0","0","0","0","98.429319","1.570681","0"
"K55105D42531","삼성글로벌EMP적격TDF2040자[주혼-재간접]_S-P(퇴직연금)","삼성글로벌EMP적격TDF2040자[주혼-재간접]","_S-P(퇴직연금)","2040","삼성운용","2.1","8.21","14.83","16.12","21.58","27.36","38.12","57.02","49.12","15.65","2.38","1.41","2020-06-01","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2.38","2.34","0.04","-0.57","0","0","0","2.38","1.88","0.49","-0.5","0","0","0","0.45","9.58","1.08","1.78","0.91","2.16","11.63","4.94","1.97","5.6","5","2.35","2.16","0.28","9.34","-0.15","1.52","0.93","1.23","7.55","3.93","0.97","3.96","3.99","2.35","1.23","0","0","0","0","0","0","2.34","0.03","2.38","1.41","0","0","0","0","0","98.319328","1.260504","0"
"K55105D42549","삼성글로벌EMPTDF2040자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2040자[주혼-파생재간접]","_Cf","2040","삼성운용","2.09","8.15","14.72","16.05","21.47","27.2","38.02","56.85","49.77","15.57","93.27","53.47","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","93.27","73.32","19.95","0","0.03","0.04","-0.01","93.27","59.46","33.81","-0.35","0.03","0.05","-0.03","0.45","9.47","1.18","1.76","0.91","2.18","11.7","4.84","1.98","5.28","4.98","92.18","2.18","0.28","9.19","0.01","1.49","0.93","1.24","7.66","3.8","1","3.77","3.89","92.18","1.24","0","0","0","0","0","0","91.24","2.02","93.27","53.47","0","0","0","0","0","97.823523","2.165755","0"
"K55105D42606","삼성글로벌EMPTDF2040자[주혼-파생재간접]_C-Pe","삼성글로벌EMPTDF2040자[주혼-파생재간접]","_C-Pe","2040","삼성운용","2.08","8.13","14.65","15.93","21.35","27.12","37.76","56.44","49.58","15.45","0.02","0.01","2020-06-16","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.02","0","0.01","0.01","0","0","0","0.02","0","0.02","0.01","0","0","0","0.45","9.47","1.12","1.76","0.91","2.17","11.67","4.83","1.97","5.29","4.97","0.02","2.17","0.28","9.19","-0.08","1.49","0.93","1.23","7.6","3.8","0.97","3.78","3.88","0.02","1.23","0","0","0","0","0","0","0.02","0","0.02","0.01","0","0","0","0","0","100","0","0"
"K55105D42986","삼성글로벌EMP적격TDF2045자[주혼-재간접]_C-Pe","삼성글로벌EMP적격TDF2045자[주혼-재간접]","_C-Pe","2045","삼성운용","2.2","8.68","15.65","17.07","22.93","28.99","40.07","60.01","50.46","16.53","26.72","14.92","2020-05-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","26.72","17.05","9.67","3.96","0.01","0.01","0","26.72","10.05","16.67","8.21","0.01","0.01","0","0.47","10.08","1.28","1.88","0.91","2.18","11.71","5.41","2.03","6.15","5.48","26.33","2.18","0.29","9.86","-0.2","1.6","0.93","1.22","7.52","4.39","1.01","4.46","4.44","26.33","1.22","0","0","0","0","0","0","26.37","0.36","26.72","14.92","0","0","0","0","0","98.69012","1.347305","0"
"K55105D42994","삼성글로벌EMP적격TDF2045자[주혼-재간접]_Cp(퇴직연금)","삼성글로벌EMP적격TDF2045자[주혼-재간접]","_Cp(퇴직연금)","2045","삼성운용","2.19","8.66","15.58","16.92","22.7","28.67","39.36","58.78","48.99","16.41","3.24","2.15","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","3.24","2.06","1.18","0.64","0","0","0","3.24","0.79","2.45","1.65","0","0","0","0.47","10.08","1.03","1.88","0.91","2.16","11.58","5.41","1.98","6.18","5.46","3.2","2.16","0.29","9.86","-0.46","1.6","0.93","1.2","7.36","4.39","0.95","4.49","4.41","3.2","1.2","0","0","0","0","0","0","3.2","0.04","3.24","2.15","0","0","0","0","0","98.765432","1.234568","0"
"K55105D43000","삼성글로벌EMP적격TDF2045자[주혼-재간접]_Cpe(퇴직연금)","삼성글로벌EMP적격TDF2045자[주혼-재간접]","_Cpe(퇴직연금)","2045","삼성운용","2.2","8.69","15.68","17.12","23.02","29.12","40.35","60.48","51.21","16.58","246.11","136.59","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","246.11","126.89","119.22","67.6","0.07","0.07","0","246.11","54.37","191.74","124.54","0.07","0.05","0.02","0.48","10.08","1.38","1.88","0.91","2.19","11.76","5.41","2.05","6.14","5.49","242.94","2.19","0.3","9.86","-0.1","1.6","0.93","1.23","7.58","4.39","1.03","4.45","4.45","242.94","1.23","0","0","0","0","0","0","242.84","3.28","246.11","136.59","0","0","0","0","0","98.671326","1.332737","0"
"K55105D43034","삼성글로벌EMP적격TDF2045자[주혼-재간접]_S-P","삼성글로벌EMP적격TDF2045자[주혼-재간접]","_S-P","2045","삼성운용","2.2","8.7","15.73","17.21","23.16","29.32","40.79","61.25","52.43","16.66","2.33","1.33","2020-05-28","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2.33","2.28","0.05","-0.54","0","0","0","2.33","1.29","1.04","0.02","0","0","0","0.48","10.08","1.54","1.88","0.91","2.21","11.85","5.41","2.07","6.12","5.51","2.3","2.21","0.3","9.85","0.06","1.6","0.93","1.25","7.68","4.38","1.07","4.43","4.46","2.3","1.25","0","0","0","0","0","0","2.3","0.03","2.33","1.33","0","0","0","0","0","98.712446","1.287554","0"
"K55105D43042","삼성글로벌EMP적격TDF2045자[주혼-재간접]_S-P(퇴직연금)","삼성글로벌EMP적격TDF2045자[주혼-재간접]","_S-P(퇴직연금)","2045","삼성운용","2.2","8.7","15.73","17.22","23.17","29.33","40.82","61.29","52.5","16.66","3.62","2.08","2020-06-01","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","3.62","2.58","1.04","0.23","0","0","0","3.62","1.91","1.71","0.4","0","0","0","0.48","10.08","1.55","1.88","0.91","2.21","11.85","5.41","2.08","6.12","5.51","3.63","2.21","0.3","9.85","0.07","1.6","0.93","1.25","7.69","4.38","1.07","4.43","4.46","3.63","1.25","0","0","0","0","0","0","3.57","0.05","3.62","2.08","0","0","0","0","0","98.618785","1.381215","0"
"K55105D43059","삼성글로벌EMPTDF2045자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2045자[주혼-파생재간접]","_Cf","2045","삼성운용","2.19","8.64","15.63","17.16","23.09","29.21","40.79","61.18","53.21","16.58","96.38","53.41","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","96.38","74.59","21.79","0","0.03","0.04","-0.01","96.38","59.8","36.58","-0.38","0.03","0.05","-0.03","0.48","9.96","1.7","1.86","0.91","2.22","11.95","5.3","2.1","5.97","5.42","95.19","2.22","0.3","9.69","0.25","1.58","0.93","1.27","7.81","4.24","1.1","4.25","4.34","95.19","1.27","0","0","0","0","0","0","94.36","2.02","96.38","53.41","0","0","0","0","0","97.904129","2.095871","0"
"K55105D43117","삼성글로벌EMPTDF2045자[주혼-파생재간접]_C-Pe","삼성글로벌EMPTDF2045자[주혼-파생재간접]","_C-Pe","2045","삼성운용","2.18","8.61","15.51","16.91","22.7","28.67","39.61","59.17","50.06","16.38","0.26","0.14","2020-06-16","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.26","0.03","0.23","0.18","0","0","0","0.26","0.02","0.24","0.19","0","0","0","0.47","9.97","1.27","1.86","0.91","2.18","11.71","5.3","2.02","6.02","5.38","0.26","2.18","0.29","9.7","-0.17","1.58","0.93","1.23","7.54","4.25","1","4.3","4.3","0.26","1.23","0","0","0","0","0","0","0.26","0.01","0.26","0.14","0","0","0","0","0","100","3.846154","0"
"K55105D43265","삼성글로벌EMP적격TDF2055자[주혼-재간접]_C-Pe","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_C-Pe","2055","삼성운용","2.35","9.37","17.08","18.61","25.15","31.85","43.88","65.91","56.4","18.05","48.92","26.17","2020-05-22","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","48.92","33.26","15.66","3.73","0.01","0.02","0","48.92","12.3","36.62","19.78","0.01","0.01","0","0.52","10.76","2.02","2.01","0.91","2.24","12.03","6.05","2.17","6.79","6.22","48.4","2.24","0.32","10.58","0.04","1.73","0.94","1.25","7.67","5.04","1.11","5.25","5.04","48.4","1.25","0","0","0","0","0","0","48.29","0.63","48.92","26.17","0","0","0","0","0","98.712183","1.287817","0"
"K55105D43273","삼성글로벌EMP적격TDF2055자[주혼-재간접]_Cp(퇴직연금)","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_Cp(퇴직연금)","2055","삼성운용","2.35","9.35","17.01","18.46","24.91","31.51","43.14","64.63","54.77","17.93","55.11","35.06","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","55.11","41.2","13.91","0.74","0.02","0.02","-0.01","55.11","32.1","23.01","1.49","0.02","0.03","-0.01","0.51","10.76","1.76","2.01","0.91","2.22","11.91","6.06","2.12","6.83","6.2","54.35","2.22","0.31","10.58","-0.22","1.73","0.94","1.23","7.52","5.05","1.06","5.24","5.04","54.35","1.23","0","0","0","0","0","0","54.4","0.71","55.11","35.06","0","0","0","0","0","98.711668","1.288332","0"
"K55105D43299","삼성글로벌EMP적격TDF2055자[주혼-재간접]_Cpe(퇴직연금)","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_Cpe(퇴직연금)","2055","삼성운용","2.36","9.38","17.1","18.66","25.24","31.97","44.16","66.4","57.17","18.1","727.13","386.62","2020-05-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","727.13","399","328.13","154.03","0.21","0.21","-0.01","727.13","93.33","633.81","416.61","0.21","0.08","0.12","0.52","10.76","2.12","2.01","0.91","2.25","12.08","6.05","2.18","6.78","6.23","717.24","2.25","0.32","10.58","0.14","1.73","0.94","1.26","7.73","5.04","1.13","5.24","5.05","717.24","1.26","0","0","0","0","0","0","717.8","9.34","727.13","386.62","0","0","0","0","0","98.716873","1.284502","0"
"K55105D43323","삼성글로벌EMP적격TDF2055자[주혼-재간접]_S-P","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_S-P","2055","삼성운용","2.36","9.39","17.15","18.76","25.38","32.18","44.62","67.19","58.43","18.18","4.57","2.52","2020-05-29","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","4.57","3.11","1.46","0.39","0","0","0","4.57","2.11","2.45","0.71","0","0","0","0.52","10.76","2.28","2.01","0.91","2.27","12.16","6.05","2.21","6.76","6.25","4.49","2.27","0.32","10.57","0.3","1.72","0.94","1.28","7.82","5.04","1.16","5.21","5.07","4.49","1.28","0","0","0","0","0","0","4.51","0.06","4.57","2.52","0","0","0","0","0","98.68709","1.31291","0"
"K55105D43331","삼성글로벌EMP적격TDF2055자[주혼-재간접]_S-P(퇴직연금)","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_S-P(퇴직연금)","2055","삼성운용","2.36","9.4","17.15","18.76","25.39","32.19","44.64","67.24","58.5","18.18","11.12","6.12","2020-06-01","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","11.12","10.08","1.04","-1.9","0","0.01","0","11.12","6.85","4.27","-0.57","0","0.01","0","0.52","10.76","2.29","2.01","0.91","2.27","12.17","6.05","2.21","6.76","6.25","10.97","2.27","0.32","10.58","0.31","1.72","0.94","1.28","7.83","5.04","1.16","5.21","5.07","10.97","1.28","0","0","0","0","0","0","10.98","0.14","11.12","6.12","0","0","0","0","0","98.741007","1.258993","0"
"K55105D43448","삼성글로벌EMPTDF2055자[주혼-파생재간접]_Cf","삼성글로벌EMPTDF2055자[주혼-파생재간접]","_Cf","2055","삼성운용","2.35","9.33","17.04","18.69","25.29","32.05","44.59","67.06","59.17","18.1","100.47","53.39","2020-05-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","100.47","76.09","24.39","0","0.03","0.04","-0.01","100.47","60.14","40.33","-0.41","0.03","0.05","-0.03","0.52","10.64","2.43","1.98","0.91","2.28","12.25","5.94","2.23","6.61","6.16","99.13","2.28","0.32","10.41","0.5","1.7","0.94","1.29","7.94","4.89","1.19","5.02","4.94","99.13","1.29","0","0","0","0","0","0","98.47","2","100.47","53.39","0","0","0","0","0","98.009356","1.990644","0"
"K55105D43489","삼성글로벌EMPTDF2055자[주혼-파생재간접]_C-Pe","삼성글로벌EMPTDF2055자[주혼-파생재간접]","_C-Pe","2055","삼성운용","2.34","9.3","16.93","18.44","24.89","31.49","43.36","64.92","55.99","17.89","0.3","0.16","2020-06-16","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.3","0.38","-0.08","-0.19","0","0","0","0.3","0.01","0.29","0.14","0","0","0","0.51","10.64","2","1.98","0.91","2.24","12.03","5.94","2.16","6.66","6.11","0.3","2.24","0.31","10.41","0.06","1.7","0.94","1.25","7.68","4.89","1.1","5.04","4.92","0.3","1.25","0","0","0","0","0","0","0.3","0.01","0.3","0.16","0","0","0","0","0","100","3.333333","0"
"K55105D45294","삼성글로벌액티브적격TDF2025H[채혼-재간접]_CY(퇴직연금)","삼성글로벌액티브적격TDF2025H[채혼-재간접]","_CY(퇴직연금)","2025","삼성운용","1.2","4.16","6.19","8","11.39","15.75","23.91","34.46","22.32","7.47","61.73","46.37","2020-09-10","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","61.73","38.09","23.64","16.52","0.02","0.02","0","61.73","39.36","22.37","9.85","0.02","0.04","-0.02","0.28","6.25","-0.34","1.1","0.7","1.9","10.82","3.46","0.21","3.6","3.41","61.51","1.9","0.19","6.26","0.25","0.8","0.54","1.03","8.07","4.39","-0.29","4.27","4.57","61.51","1.03","0","0","0","0","0","0","44.35","3.55","61.73","46.37","15.97","0","0","0","0","71.845132","5.75085","25.870727"
"K55105DE7596","삼성글로벌EMP적격TDF2055자[주혼-재간접]_Ae","삼성글로벌EMP적격TDF2055자[주혼-재간접]","_Ae","2055","삼성운용","2.36","9.39","17.13","18.73","25.34","32.12","44.48","66.96","58.14","18.15","1.31","0.84","2021-03-15","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.31","0.55","0.76","0.49","0","0","0","1.31","0.12","1.19","0.86","0","0","0","0.52","10.76","2.23","2.01","0.91","2.26","12.14","6.05","2.2","6.77","6.24","1.26","2.26","0.32","10.58","0.26","1.72","0.94","1.27","7.8","5.04","1.15","5.22","5.06","1.26","1.27","0","0","0","0","0","0","1.29","0.02","1.31","0.84","0","0","0","0","0","98.473282","1.526718","0"
