"FundCode","FundName","ProductName","ClassName","Vintage","Manager","OneWeek","OneMonth","ThreeMonth","SixMonth","NineMonth","OneYear","TwoYear","ThreeYear","FiveYear","YTD","NetAssets","FundAssets","InceptionDate","MajorType","MinorType","BM","Flow1YAssetsCurrent","Flow1YAssetsCompare","Flow1YAssetsChange","Flow1YCashFlow","Flow1YShareCurrent","Flow1YShareCompare","Flow1YShareChange","Flow3YAssetsCurrent","Flow3YAssetsCompare","Flow3YAssetsChange","Flow3YCashFlow","Flow3YShareCurrent","Flow3YShareCompare","Flow3YShareChange","Risk1YMeanReturn","Risk1YStdDev","Risk1YAlpha","Risk1YBeta","Risk1YRSquare","Risk1YSharpe","Risk1YTreynor","Risk1YResidualRisk","Risk1YIR","Risk1YDownsideDev","Risk1YUpsideDev","Risk1YRiskNetAssets","Risk1YModifiedSharpe","Risk3YMeanReturn","Risk3YStdDev","Risk3YAlpha","Risk3YBeta","Risk3YRSquare","Risk3YSharpe","Risk3YTreynor","Risk3YResidualRisk","Risk3YIR","Risk3YDownsideDev","Risk3YUpsideDev","Risk3YRiskNetAssets","Risk3YModifiedSharpe","AllocationEquity","AllocationBond","AllocationFuturesLong","AllocationFuturesShort","AllocationOptionsLong","AllocationOptionsShort","AllocationFundSecurities","AllocationLiquidity","AllocationNetAssets","AllocationFundAssets","AllocationETF","AllocationEquityPct","AllocationBondPct","AllocationFuturesLongPct","AllocationFuturesShortPct","AllocationFundSecuritiesPct","AllocationLiquidityPct","AllocationETFPct"
"K55101BK6778","한국투자TDF알아서2015(채혼-재간접)(A)","한국투자TDF알아서2015(채혼-재간접)","(A)","2015","한국투자신탁운용","1.37","5.87","10.24","11.3","14.86","18.43","24.94","37.04","22.59","11.98","6.48","4.08","2017-03-27","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","6.48","8.38","-1.9","-3.02","0","0","0","6.48","14","-7.52","-10.44","0","0.01","-0.01","0.32","6.61","1.86","1.08","0.6","2.09","12.85","4.18","0.65","4.34","4.14","6.44","2.09","0.2","6.08","0.93","0.8","0.57","1.17","8.92","4.14","-0.15","4.2","4.11","6.44","1.17","0","0","0","0","0","0","4.33","0.2","6.48","4.08","2.08","0","0","0","0","66.820988","3.08642","32.098765"
"K55101BK6786","한국투자TDF알아서2015(채혼-재간접)(A-e)","한국투자TDF알아서2015(채혼-재간접)","(A-e)","2015","한국투자신탁운용","1.37","5.87","10.27","11.36","14.94","18.54","25.18","37.45","23.2","12.02","7.28","4.74","2017-08-16","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","7.28","5.72","1.56","0.43","0","0","0","7.28","5.71","1.57","-0.33","0","0.01","0","0.32","6.61","1.96","1.08","0.6","2.11","12.95","4.18","0.67","4.52","4","7.24","2.11","0.2","6.08","1.03","0.8","0.57","1.19","9.04","4.14","-0.13","4.24","4.07","7.24","1.19","0","0","0","0","0","0","4.87","0.22","7.28","4.74","2.33","0","0","0","0","66.895604","3.021978","32.005495"
"K55101BK6794","한국투자TDF알아서2015(채혼-재간접)(C)","한국투자TDF알아서2015(채혼-재간접)","(C)","2015","한국투자신탁운용","1.36","5.84","10.15","11.12","14.57","18.04","24.11","35.68","20.54","11.82","0.52","0.35","2017-07-03","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.52","1.38","-0.86","-0.96","0","0","0","0.52","4.67","-4.15","-4.86","0","0","0","0.31","6.61","1.52","1.08","0.6","2.04","12.54","4.18","0.57","4.37","4.11","0.52","2.04","0.19","6.08","0.6","0.8","0.57","1.12","8.5","4.14","-0.23","4.21","4.1","0.52","1.12","0","0","0","0","0","0","0.35","0.02","0.52","0.35","0.17","0","0","0","0","67.307692","3.846154","32.692308"
"K55101BK6802","한국투자TDF알아서2015(채혼-재간접)(C-e)","한국투자TDF알아서2015(채혼-재간접)","(C-e)","2015","한국투자신탁운용","1.37","5.86","10.22","11.27","14.8","18.35","24.76","36.76","22.17","11.94","1.91","1.25","2017-07-11","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.91","2.85","-0.94","-1.36","0","0","0","1.91","3.83","-1.92","-2.85","0","0","0","0.32","6.61","1.79","1.08","0.6","2.08","12.79","4.18","0.63","4.34","4.14","1.9","2.08","0.2","6.08","0.86","0.8","0.57","1.16","8.83","4.14","-0.17","4.21","4.1","1.9","1.16","0","0","0","0","0","0","1.28","0.06","1.91","1.25","0.61","0","0","0","0","67.015707","3.141361","31.937173"
"K55101BK6828","한국투자TDF알아서2015(채혼-재간접)(C-P)","한국투자TDF알아서2015(채혼-재간접)","(C-P)","2015","한국투자신탁운용","1.36","5.84","10.17","11.15","14.61","18.09","24.22","35.87","20.84","11.84","225.87","145.5","2017-03-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","225.87","248.43","-22.56","-61.28","0.06","0.13","-0.07","225.87","258.86","-32.99","-107.52","0.06","0.23","-0.17","0.31","6.61","1.57","1.08","0.6","2.05","12.59","4.18","0.58","4.36","4.11","225.58","2.05","0.19","6.08","0.64","0.8","0.57","1.13","8.56","4.14","-0.22","4.21","4.11","225.58","1.13","0","0","0","0","0","0","151.07","6.81","225.87","145.5","72.43","0","0","0","0","66.883606","3.015009","32.067118"
"K55101BK6836","한국투자TDF알아서2015(채혼-재간접)(C-R)","한국투자TDF알아서2015(채혼-재간접)","(C-R)","2015","한국투자신탁운용","1.36","5.85","10.19","11.2","14.7","18.21","24.47","36.27","21.44","11.89","919.76","587.69","2017-03-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","919.76","929.38","-9.62","-161.71","0.26","0.5","-0.24","919.76","1004.61","-84.85","-373.04","0.26","0.9","-0.64","0.31","6.61","1.67","1.08","0.6","2.07","12.68","4.18","0.61","4.35","4.12","916.93","2.07","0.19","6.08","0.74","0.8","0.57","1.14","8.68","4.14","-0.19","4.2","4.12","916.93","1.14","0","0","0","0","0","0","615.19","27.73","919.76","587.69","294.94","0","0","0","0","66.885927","3.014917","32.067061"
"K55101BK6851","한국투자TDF알아서2015(채혼-재간접)(C-W)","한국투자TDF알아서2015(채혼-재간접)","(C-W)","2015","한국투자신탁운용","1.37","5.89","10.33","11.47","15.12","18.79","25.67","38.23","24.15","12.12","","","2017-10-13","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0.01","0","0","0","0","0","0","0.42","-0.41","-0.42","0","0","0","0.32","6.61","2.16","1.08","0.6","2.14","13.14","4.18","0.72","4.5","4.02","0","2.14","0.2","6.08","1.22","0.8","0.57","1.22","9.28","4.14","-0.08","4.22","4.09","0","1.22","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55101BK6869","한국투자TDF알아서2015(채혼-재간접)(S)","한국투자TDF알아서2015(채혼-재간접)","(S)","2015","한국투자신탁운용","1.38","5.9","10.36","11.55","14.95","18.56","25.23","37.53","23.3","12.18","","","2018-01-11","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0","0.06","-0.06","-0.06","0","0","0","0","0.43","-0.43","-0.48","0","0","0","0.32","6.6","2.04","1.07","0.6","2.12","13.04","4.19","0.67","4.52","4.03","0","2.12","0.2","6.07","1.06","0.8","0.57","1.2","9.08","4.15","-0.12","4.24","4.08","0","1.2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"K55101BK6877","한국투자TDF알아서2015(채혼-재간접)(S-P)","한국투자TDF알아서2015(채혼-재간접)","(S-P)","2015","한국투자신탁운용","1.37","5.88","10.27","11.37","14.96","18.57","25.24","37.54","23.33","12.03","1.12","0.73","2017-11-15","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.12","1.08","0.03","-0.15","0","0","0","1.12","1.76","-0.64","-1.05","0","0","0","0.32","6.61","1.98","1.08","0.6","2.11","12.97","4.18","0.68","4.52","4","1.11","2.11","0.2","6.08","1.05","0.8","0.57","1.19","9.07","4.14","-0.12","4.24","4.07","1.11","1.19","0","0","0","0","0","0","0.75","0.03","1.12","0.73","0.36","0","0","0","0","66.964286","2.678571","32.142857"
"K55101BK6893","한국투자적격TDF알아서2040(주혼-재간접)(A)","한국투자적격TDF알아서2040(주혼-재간접)","(A)","2040","한국투자신탁운용","1.97","8.69","16.67","19.35","25.5","30.82","38","60.5","41.83","19.55","10.65","5.07","2017-04-06","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","10.65","15.07","-4.42","-7.74","0","0.01","-0.01","10.65","24.88","-14.23","-22.02","0","0.02","-0.02","0.5","11.09","2.41","1.89","0.66","2.12","12.41","7.72","1.6","7.96","8.01","10.54","2.12","0.3","9.97","1.55","1.39","0.64","1.24","8.87","6.39","0.72","6.19","6.66","10.54","1.24","0","0","0","0","0","0","6.26","0.24","10.65","5.07","4.3","0","0","0","0","58.779343","2.253521","40.375587"
"K55101BK6901","한국투자적격TDF알아서2040(주혼-재간접)(A-e)","한국투자적격TDF알아서2040(주혼-재간접)","(A-e)","2040","한국투자신탁운용","1.97","8.71","16.72","19.47","25.68","31.08","38.65","61.76","43.86","19.65","4.82","2.35","2017-07-14","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","4.82","6.66","-1.83","-3.06","0","0","0","4.82","11.13","-6.3","-9.35","0","0.01","-0.01","0.51","11.08","2.62","1.89","0.66","2.14","12.52","7.72","1.63","7.94","8.03","4.78","2.14","0.3","9.97","1.82","1.39","0.64","1.26","9.06","6.38","0.76","6.16","6.68","4.78","1.26","0","0","0","0","0","0","2.84","0.11","4.82","2.35","1.95","0","0","0","0","58.921162","2.282158","40.456432"
"K55101BK6919","한국투자적격TDF알아서2040(주혼-재간접)(C)","한국투자적격TDF알아서2040(주혼-재간접)","(C)","2040","한국투자신탁운용","1.96","8.67","16.58","19.16","25.2","30.4","37.09","58.91","39.47","19.39","4.88","2.53","2017-06-09","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","4.88","4.71","0.17","-1.09","0","0","0","4.88","4.34","0.54","-1.68","0","0","0","0.5","11.09","2.09","1.89","0.66","2.09","12.23","7.72","1.56","8","7.98","4.84","2.09","0.29","9.98","1.22","1.39","0.64","1.2","8.63","6.39","0.67","6.19","6.67","4.84","1.2","0","0","0","0","0","0","2.87","0.11","4.88","2.53","1.97","0","0","0","0","58.811475","2.254098","40.368852"
"K55101BK6927","한국투자적격TDF알아서2040(주혼-재간접)(C-e)","한국투자적격TDF알아서2040(주혼-재간접)","(C-e)","2040","한국투자신탁운용","1.97","8.69","16.67","19.37","25.53","30.87","38.2","60.96","42.67","19.57","2.34","1.16","2017-07-03","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","2.34","1.52","0.82","0.33","0","0","0","2.34","3.19","-0.86","-1.93","0","0","0","0.5","11.09","2.46","1.89","0.66","2.12","12.43","7.72","1.61","7.96","8.01","2.27","2.12","0.3","9.97","1.65","1.39","0.64","1.25","8.94","6.39","0.73","6.18","6.67","2.27","1.25","0","0","0","0","0","0","1.37","0.05","2.34","1.16","0.94","0","0","0","0","58.547009","2.136752","40.17094"
"K55101BK6943","한국투자적격TDF알아서2040(주혼-재간접)(C-P)","한국투자적격TDF알아서2040(주혼-재간접)","(C-P)","2040","한국투자신탁운용","1.97","8.67","16.6","19.21","25.27","30.5","37.29","59.23","39.92","19.43","297.07","142.95","2017-03-10","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","297.07","251.59","45.48","-26.7","0.08","0.14","-0.05","297.07","223.54","73.54","-46.79","0.08","0.2","-0.12","0.5","11.09","2.16","1.89","0.66","2.1","12.27","7.72","1.57","7.99","7.98","296.17","2.1","0.29","9.97","1.28","1.39","0.64","1.21","8.68","6.39","0.68","6.18","6.67","296.17","1.21","0","0","0","0","0","0","174.65","6.75","297.07","142.95","119.99","0","0","0","0","58.790857","2.272192","40.391154"
"K55101BK6950","한국투자적격TDF알아서2040(주혼-재간접)(C-R)","한국투자적격TDF알아서2040(주혼-재간접)","(C-R)","2040","한국투자신탁운용","1.97","8.68","16.64","19.29","25.4","30.68","37.73","60.05","41.21","19.5","912.32","432.67","2017-03-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","912.32","726.8","185.52","-33.77","0.26","0.39","-0.13","912.32","579.22","333.1","-16.82","0.26","0.52","-0.26","0.5","11.09","2.31","1.89","0.66","2.11","12.35","7.72","1.59","7.98","8","905.79","2.11","0.3","9.97","1.46","1.39","0.64","1.23","8.8","6.39","0.7","6.16","6.69","905.79","1.23","0","0","0","0","0","0","536.35","20.74","912.32","432.67","368.5","0","0","0","0","58.789679","2.273325","40.391529"
"K55101BK6984","한국투자적격TDF알아서2040(주혼-재간접)(C-W)","한국투자적격TDF알아서2040(주혼-재간접)","(C-W)","2040","한국투자신탁운용","1.98","8.72","16.78","19.59","25.87","31.35","39.31","63.07","46.01","19.75","0.14","0.09","2021-01-18","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.14","0.16","-0.02","-0.06","0","0","0","0.14","0.03","0.11","0.06","0","0","0","0.51","11.08","2.83","1.89","0.66","2.16","12.63","7.71","1.65","7.92","8.05","0.14","2.16","0.31","9.96","2.09","1.39","0.64","1.29","9.26","6.38","0.8","6.13","6.71","0.14","1.29","0","0","0","0","0","0","0.08","0","0.14","0.09","0.06","0","0","0","0","57.142857","0","42.857143"
"K55101BK6992","한국투자적격TDF알아서2040(주혼-재간접)(S)","한국투자적격TDF알아서2040(주혼-재간접)","(S)","2040","한국투자신탁운용","1.97","8.71","16.73","19.5","25.73","31.15","38.8","62.06","44.33","19.67","0.57","0.26","2017-03-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.57","0.51","0.06","-0.08","0","0","0","0.57","0.84","-0.27","-0.57","0","0","0","0.51","11.08","2.67","1.89","0.66","2.14","12.54","7.72","1.63","7.94","8.03","0.57","2.14","0.3","9.97","1.88","1.39","0.64","1.27","9.11","6.38","0.77","6.16","6.69","0.57","1.27","0","0","0","0","0","0","0.34","0.01","0.57","0.26","0.23","0","0","0","0","59.649123","1.754386","40.350877"
"K55101BK7008","한국투자적격TDF알아서2040(주혼-재간접)(S-P)","한국투자적격TDF알아서2040(주혼-재간접)","(S-P)","2040","한국투자신탁운용","1.97","8.71","16.74","19.5","25.74","31.16","38.86","62.2","44.59","19.68","10.36","4.68","2017-03-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","10.36","8.61","1.75","-0.81","0","0","0","10.36","6.84","3.53","-0.64","0","0.01","0","0.51","11.08","2.68","1.89","0.66","2.14","12.55","7.72","1.63","7.94","8.03","10.28","2.14","0.31","9.97","1.91","1.39","0.64","1.27","9.13","6.38","0.77","6.15","6.69","10.28","1.27","0","0","0","0","0","0","6.09","0.24","10.36","4.68","4.19","0","0","0","0","58.783784","2.316602","40.444015"
"K55101BK7024","한국투자적격TDF알아서2045(주혼-재간접)(A)","한국투자적격TDF알아서2045(주혼-재간접)","(A)","2045","한국투자신탁운용","2.05","9.11","17.74","20.62","27.07","32.72","39.93","64.12","44.44","20.77","17.06","7.83","2017-03-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","17.06","15.23","1.83","-2.55","0","0.01","0","17.06","24.46","-7.4","-16.73","0","0.02","-0.02","0.53","11.82","2.39","2.02","0.66","2.11","12.31","8.4","1.64","8.85","8.62","16.94","2.11","0.31","10.64","1.53","1.49","0.64","1.23","8.78","6.94","0.77","6.71","7.25","16.94","1.23","0","0","0","0","0","0","9.96","0.43","17.06","7.83","7","0","0","0","0","58.382181","2.520516","41.031653"
"K55101BK7032","한국투자적격TDF알아서2045(주혼-재간접)(A-e)","한국투자적격TDF알아서2045(주혼-재간접)","(A-e)","2045","한국투자신탁운용","2.05","9.13","17.82","20.79","27.35","33.12","40.8","65.65","46.73","20.92","16.93","8.13","2017-07-25","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","16.93","12.1","4.83","0.66","0","0.01","0","16.93","14.6","2.33","-4.82","0","0.01","-0.01","0.54","11.82","2.7","2.02","0.67","2.13","12.47","8.4","1.68","8.81","8.64","16.66","2.13","0.32","10.64","1.84","1.49","0.64","1.26","9","6.94","0.81","6.68","7.28","16.66","1.26","0","0","0","0","0","0","9.88","0.43","16.93","8.13","6.95","0","0","0","0","58.357944","2.53987","41.051388"
"K55101BK7040","한국투자적격TDF알아서2045(주혼-재간접)(C)","한국투자적격TDF알아서2045(주혼-재간접)","(C)","2045","한국투자신탁운용","2.04","9.08","17.65","20.43","26.76","32.29","39.02","62.5","42.05","20.61","5.81","2.78","2017-04-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","5.81","6.88","-1.07","-2.69","0","0","0","5.81","9","-3.19","-6.78","0","0.01","-0.01","0.52","11.83","2.06","2.02","0.66","2.08","12.15","8.41","1.6","8.66","8.73","5.79","2.08","0.31","10.65","1.2","1.49","0.64","1.2","8.56","6.94","0.72","6.7","7.27","5.79","1.2","0","0","0","0","0","0","3.39","0.15","5.81","2.78","2.38","0","0","0","0","58.347676","2.581756","40.963855"
"K55101BK7057","한국투자적격TDF알아서2045(주혼-재간접)(C-e)","한국투자적격TDF알아서2045(주혼-재간접)","(C-e)","2045","한국투자신탁운용","2.05","9.11","17.78","20.7","27.2","32.91","40.34","64.83","45.51","20.84","24.22","11.6","2017-07-10","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","24.22","12.4","11.82","6.55","0.01","0.01","0","24.22","23.2","1.02","-8.5","0.01","0.02","-0.01","0.53","11.82","2.53","2.02","0.67","2.12","12.38","8.4","1.66","8.83","8.63","23.94","2.12","0.32","10.64","1.68","1.49","0.64","1.24","8.88","6.94","0.79","6.7","7.27","23.94","1.24","0","0","0","0","0","0","14.14","0.61","24.22","11.6","9.94","0","0","0","0","58.381503","2.51858","41.040462"
"K55101BK7073","한국투자적격TDF알아서2045(주혼-재간접)(C-P)","한국투자적격TDF알아서2045(주혼-재간접)","(C-P)","2045","한국투자신탁운용","2.04","9.08","17.66","20.46","26.82","32.37","39.18","62.78","42.47","20.64","401.08","188.86","2017-03-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","401.08","323.55","77.53","-23.2","0.11","0.17","-0.06","401.08","281.99","119.1","-45.6","0.11","0.25","-0.14","0.52","11.83","2.11","2.02","0.66","2.08","12.18","8.41","1.61","8.65","8.73","398.65","2.08","0.31","10.65","1.25","1.49","0.64","1.2","8.6","6.94","0.73","6.7","7.27","398.65","1.2","0","0","0","0","0","0","234.08","10.1","401.08","188.86","164.6","0","0","0","0","58.362421","2.518201","41.039194"
"K55101BK7081","한국투자적격TDF알아서2045(주혼-재간접)(C-R)","한국투자적격TDF알아서2045(주혼-재간접)","(C-R)","2045","한국투자신탁운용","2.05","9.1","17.72","20.57","27","32.62","39.72","63.73","43.87","20.73","1145.33","529.1","2017-03-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1145.33","909.22","236.12","-51.27","0.33","0.49","-0.16","1145.33","779.21","366.13","-97.64","0.33","0.7","-0.37","0.53","11.82","2.31","2.02","0.66","2.1","12.27","8.4","1.63","8.86","8.61","1137.27","2.1","0.31","10.64","1.45","1.49","0.64","1.22","8.73","6.94","0.76","6.72","7.25","1137.27","1.22","0","0","0","0","0","0","668.42","28.83","1145.33","529.1","470.03","0","0","0","0","58.360473","2.517178","41.038827"
"K55101BK7107","한국투자적격TDF알아서2045(주혼-재간접)(C-W)","한국투자적격TDF알아서2045(주혼-재간접)","(C-W)","2045","한국투자신탁운용","2.06","9.15","17.91","20.98","27.65","33.54","41.73","67.28","49.15","21.07","0.1","0.05","2017-12-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.1","0.03","0.07","0.05","0","0","0","0.1","0.06","0.04","0","0","0","0","0.54","11.81","3.02","2.02","0.67","2.16","12.63","8.39","1.71","8.78","8.67","0.1","2.16","0.33","10.63","2.17","1.49","0.64","1.29","9.22","6.93","0.86","6.64","7.31","0.1","1.29","0","0","0","0","0","0","0.06","0","0.1","0.05","0.04","0","0","0","0","60","0","40"
"K55101BK7115","한국투자적격TDF알아서2045(주혼-재간접)(S)","한국투자적격TDF알아서2045(주혼-재간접)","(S)","2045","한국투자신탁운용","2.05","9.13","17.84","20.84","27.42","33.22","41","66","47.26","20.95","1.24","0.61","2017-03-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1.24","0.9","0.35","0.04","0","0","0","1.24","0.88","0.37","-0.15","0","0","0","0.54","11.82","2.77","2.02","0.67","2.14","12.5","8.39","1.68","8.81","8.65","1.23","2.14","0.32","10.64","1.92","1.49","0.64","1.27","9.04","6.94","0.82","6.67","7.29","1.23","1.27","0","0","0","0","0","0","0.72","0.03","1.24","0.61","0.51","0","0","0","0","58.064516","2.419355","41.129032"
"K55101BK7131","한국투자적격TDF알아서2045(주혼-재간접)(S-P)","한국투자적격TDF알아서2045(주혼-재간접)","(S-P)","2045","한국투자신탁운용","2.05","9.14","17.85","20.86","27.46","33.28","41.13","66.24","47.61","20.98","9.55","4.19","2017-03-08","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","9.55","7.36","2.19","-0.21","0","0","0","9.55","6.4","3.15","-0.83","0","0.01","0","0.54","11.82","2.82","2.02","0.67","2.14","12.52","8.39","1.69","8.8","8.65","9.48","2.14","0.32","10.63","1.96","1.49","0.64","1.27","9.08","6.93","0.83","6.67","7.29","9.48","1.27","0","0","0","0","0","0","5.58","0.24","9.55","4.19","3.92","0","0","0","0","58.429319","2.513089","41.04712"
"K55101BK7321","한국투자적격TDF알아서2030(주혼-재간접)(A)","한국투자적격TDF알아서2030(주혼-재간접)","(A)","2030","한국투자신탁운용","1.74","7.71","14.47","16.15","20.75","25.1","32.08","49.93","34.13","16.54","11.67","6.16","2017-04-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","11.67","12.11","-0.44","-2.97","0","0.01","0","11.67","21.12","-9.45","-15.18","0","0.02","-0.02","0.42","9.02","2.53","1.49","0.62","2.12","12.82","6.02","1.33","6.34","6.08","11.61","2.12","0.26","7.96","1.7","1.08","0.61","1.27","9.33","5","0.47","5.03","5.03","11.61","1.27","0","0","0","0","0","0","7.23","0.38","11.67","6.16","4.33","0","0","0","0","61.953728","3.256213","37.103685"
"K55101BK7339","한국투자적격TDF알아서2030(주혼-재간접)(A-e)","한국투자적격TDF알아서2030(주혼-재간접)","(A-e)","2030","한국투자신탁운용","1.74","7.72","14.49","16.2","20.83","25.22","32.34","50.37","34.79","16.59","12.62","7.17","2017-11-30","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","12.62","11.62","1","-1.79","0","0.01","0","12.62","16.51","-3.9","-9.81","0","0.01","-0.01","0.42","9.02","2.62","1.49","0.62","2.13","12.89","6.02","1.35","6.33","6.09","12.82","2.13","0.26","7.95","1.8","1.08","0.61","1.28","9.42","5","0.49","5.09","4.97","12.82","1.28","0","0","0","0","0","0","7.82","0.41","12.62","7.17","4.68","0","0","0","0","61.965135","3.248811","37.083994"
"K55101BK7347","한국투자적격TDF알아서2030(주혼-재간접)(C)","한국투자적격TDF알아서2030(주혼-재간접)","(C)","2030","한국투자신탁운용","1.73","7.69","14.38","15.96","20.45","24.7","31.21","48.44","31.9","16.39","16.45","8.85","2017-03-02","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","16.45","17.45","-1","-4.46","0","0.01","0","16.45","29.86","-13.41","-21.74","0","0.03","-0.02","0.41","9.03","2.2","1.49","0.62","2.09","12.6","6.03","1.28","6.37","6.05","16.34","2.09","0.25","7.96","1.37","1.08","0.61","1.23","9.02","5","0.4","5.03","5.02","16.34","1.23","0","0","0","0","0","0","10.19","0.54","16.45","8.85","6.1","0","0","0","0","61.945289","3.282675","37.082067"
"K55101BK7354","한국투자적격TDF알아서2030(주혼-재간접)(C-e)","한국투자적격TDF알아서2030(주혼-재간접)","(C-e)","2030","한국투자신탁운용","1.74","7.71","14.45","16.11","20.69","25.02","31.9","49.62","33.67","16.51","9.18","5.11","2017-07-20","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","9.18","9.67","-0.48","-2.56","0","0.01","0","9.18","25.66","-16.48","-22.66","0","0.02","-0.02","0.42","9.03","2.46","1.49","0.62","2.12","12.78","6.02","1.32","6.34","6.08","8.7","2.12","0.25","7.96","1.63","1.08","0.61","1.26","9.26","5","0.45","5.03","5.02","8.7","1.26","0","0","0","0","0","0","5.69","0.3","9.18","5.11","3.41","0","0","0","0","61.982571","3.267974","37.145969"
"K55101BK7370","한국투자적격TDF알아서2030(주혼-재간접)(C-P)","한국투자적격TDF알아서2030(주혼-재간접)","(C-P)","2030","한국투자신탁운용","1.73","7.69","14.39","15.99","20.5","24.76","31.34","48.66","32.22","16.41","400.83","214.26","2017-03-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","400.83","369.93","30.9","-53.21","0.11","0.2","-0.08","400.83","340.1","60.73","-86.12","0.11","0.31","-0.19","0.41","9.03","2.24","1.49","0.62","2.09","12.63","6.02","1.29","6.37","6.06","398.87","2.09","0.25","7.96","1.41","1.08","0.61","1.23","9.06","5","0.41","5.02","5.03","398.87","1.23","0","0","0","0","0","0","248.38","13.05","400.83","214.26","148.63","0","0","0","0","61.96642","3.255744","37.080558"
"K55101BK7388","한국투자적격TDF알아서2030(주혼-재간접)(C-R)","한국투자적격TDF알아서2030(주혼-재간접)","(C-R)","2030","한국투자신탁운용","1.74","7.7","14.42","16.04","20.58","24.88","31.59","49.1","32.88","16.46","1315.05","696.04","2017-03-07","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","1315.05","1124.63","190.41","-81.62","0.38","0.6","-0.23","1315.05","998.21","316.83","-143.48","0.38","0.9","-0.52","0.42","9.03","2.34","1.49","0.62","2.1","12.7","6.02","1.3","6.36","6.07","1309.6","2.1","0.25","7.96","1.51","1.08","0.61","1.25","9.15","5","0.43","5.01","5.04","1309.6","1.25","0","0","0","0","0","0","814.88","42.83","1315.05","696.04","487.62","0","0","0","0","61.965705","3.25691","37.079959"
"K55101BK7404","한국투자적격TDF알아서2030(주혼-재간접)(C-W)","한국투자적격TDF알아서2030(주혼-재간접)","(C-W)","2030","한국투자신탁운용","1.74","7.73","14.52","16.26","20.93","25.37","32.64","50.88","35.53","16.64","0.05","0.03","2018-04-19","해외기타","글로벌라이프싸이클","MSCI ACWI CR 50% + 종합채권01Y 50%","0.05","0.01","0.03","0.02","0","0","0","0.05","0.04","0","-0.02","0","0","0","0.42","9.02","2.74","1.49","0.62","2.15","12.97","6.02","1.37","6.32","6.1","0.05","2.15","0.26","7.95","1.91","1.08","0.61","1.3","9.52","5","0.51","5.08","4.99","0.05","1.3","0","0","0","0","0","0","0.03","0","0.05","0.03","0.02","0","0","0","0","60","0","40"
