Issue code,Issue name,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
267270,HD CE,151500,-3700,-2.38,157700,158200,144400,461275,68448993050,7.26017E+12,47921897
267250,HD HYUNDAI,277500,2000,0.73,281000,282000,266500,358725,98904664250,2.19206E+13,78993085
267260,HD HYUNDAI ELECTRIC,1053000,6000,0.57,1089000,1090000,1010000,275081,2.87789E+11,3.79576E+13,36047135
322000,HD HYUNDAI ENERGY SOLUTIONS,174800,-4700,-2.62,185100,186800,169500,408769,71537420850,1.95776E+12,11200000
329180,HD HYUNDAI HEAVY INDUSTRIES,696000,-8000,-1.14,720000,723000,690000,817753,5.71367E+11,7.3053E+13,104961225
71970,HD-Hyundai Marine Engine,71100,-2100,-2.87,74400,74500,69800,269483,19140081150,2.41182E+12,33921495
12630,HDC HOLDINGS,22100,100,0.45,22000,22400,21050,141887,3070408600,1.32029E+12,59741721
89470,HDCHEP,4220,-25,-0.59,4260,4295,4050,162679,675078900,1.34618E+11,31900000
39570,HDCLABS,7730,-210,-2.64,7770,7930,7650,48603,375864270,2.00652E+11,25957601
443060,HDHMS,224000,-2000,-0.88,230000,231000,220500,1723142,3.86122E+11,1.00427E+13,44833460
9540,HDKSOE,423000,8000,1.93,426000,426000,405000,436889,1.83731E+11,2.9937E+13,70773116
3480,HHICHoldings,5140,-130,-2.47,5370,5370,5060,53142,271610580,1.51783E+11,29529812
71090,HISTEEL,3510,-90,-2.5,3600,3635,3440,187426,653553095,70872063210,20191471
80,HITEJINRO,16020,-460,-2.79,16360,16450,16020,215838,3471570770,1.12354E+12,70133611
87,HITEJINRO(2PB),13250,-60,-0.45,13360,13740,13210,1813,24090465,14974328500,1130138
140,HITEJINROHOLDINGS,8320,-190,-2.23,8510,8560,8240,23915,198428680,1.9308E+11,23206765
145,HITEJINROHOLDINGS(1P),9880,-140,-1.4,9900,9900,9700,903,8800290,4651602800,470810
2320,HJLC,17110,50,0.29,17400,17400,16880,16700,284342590,2.65524E+11,15518616
97230,HJSC,20550,-200,-0.96,20850,21000,19990,921300,18659113710,1.85557E+12,90295344
3350,HKCManufacture,8740,-100,-1.13,8840,8890,8490,69248,599138225,1.98048E+11,22660000
14790,HL D&I,2900,-95,-3.17,2995,3015,2860,102565,297529131,1.0979E+11,37858601
60980,HL Holdings,44950,200,0.45,46300,46300,44300,54543,2458764725,4.08094E+11,9078847
204320,HL MANDO,62100,400,0.65,62600,64500,61500,884253,55395912700,2.91604E+12,46957120
3580,HLB GLOBAL,1675,-89,-5.05,1764,1770,1673,197006,333013914,84861370875,50663505
11200,HMM,19560,-50,-0.25,19650,19710,19170,4878532,95181497620,1.84497E+13,943237970
1500,HMSEC,9520,-220,-2.26,9850,9900,9510,351679,3385264065,5.88651E+11,61833044
850,HMT,34200,-850,-2.43,35150,35900,33950,10113,348981850,75240000000,2200000
35000,HS Ad,7150,-80,-1.11,7300,7300,7060,40251,286671845,1.15885E+11,16207644
13520,HS Corp,2615,-105,-3.86,2700,2720,2610,125017,329381150,1.30884E+11,50051252
2460,HS HWASUNG,10750,-480,-4.27,11230,11350,10660,17186,185941500,1.09113E+11,10150000
298050,HS HYOSUNG ADVANCED,210500,1000,0.48,217500,217500,206000,17910,3753566250,9.43029E+11,4479948
378850,HS R&A,3375,-50,-1.46,3410,3445,3325,91976,309169055,64103477625,18993623
487570,HSHYOSUNG,55800,900,1.64,54900,57400,53900,12669,703183950,2.07907E+11,3725927
6060,HSInd,2785,-65,-2.28,2860,2865,2735,125476,348284233,1.54066E+11,55320000
5010,HUSTEEL,4985,-275,-5.23,5210,5290,4850,793362,3965660269,2.80098E+11,56188075
79980,HUVIS,2180,-100,-4.39,2270,2355,2150,185606,406802925,75210000000,34500000
10660,HWACHEON,4115,105,2.62,4240,4300,3875,556114,2255893965,90530000000,22000000
352820,HYBE,220000,-3500,-1.57,223500,224000,212500,816159,1.7819E+11,9.48249E+12,43102249
298000,HYOSUNG CHEM,38900,0,0,0,0,0,0,0,1.47501E+11,3791811
298040,HYOSUNG HEAVY,3685000,32000,0.88,3699000,3740000,3565000,85185,3.12446E+11,3.4361E+13,9324548
94280,HYOSUNG ITX,12280,-40,-0.32,12230,12450,12230,16067,197574710,1.41935E+11,11558200
298020,HYOSUNG TNC,363500,-7500,-2.02,374500,378000,353000,33263,12003888750,1.57311E+12,4327682
4560,HYUNDAI BNG STEEL,14700,-380,-2.52,15080,15220,13870,104111,1527639390,2.21659E+11,15078811
11760,HYUNDAI CORP,27650,-600,-2.12,28600,28600,27100,88852,2460265100,3.65781E+11,13228966
227840,HYUNDAI CORPORATION HOLDINGS,12330,-320,-2.53,12630,12740,12200,40876,505210400,1.12213E+11,9100836
5440,HYUNDAI G.F. HOLDINGS,13730,440,3.31,13160,13940,12920,291484,3933395070,2.14057E+12,155904301
64350,HYUNDAI ROTEM,200500,-5500,-2.67,208000,208000,196300,1158750,2.32452E+11,2.1883E+13,109142293
4020,HYUNDAI STEEL,40150,650,1.65,39950,40600,38650,926405,36818918450,5.35785E+12,133445785
11210,HYUNDAI WIA,91000,2700,3.06,89500,93000,88000,405729,36773240600,2.47475E+12,27195083
69960,HYUNDAIDEPTST,109800,600,0.55,111000,112500,105800,119065,13032873950,2.36783E+12,21564912
86280,HYUNDAIGLOVIS,242500,9500,4.08,237000,250000,232500,918380,2.22015E+11,1.81875E+13,75000000
453340,HYUNDAIGREENFOOD,16720,-660,-3.8,17300,17470,16680,57416,971509180,5.42925E+11,32471587
57050,HYUNDAIHOMESHOP,81000,500,0.62,80100,82800,77400,19175,1527767750,9.72E+11,12000000
79430,HYUNDAILIVART,6790,230,3.51,6620,6830,6400,88162,577147125,1.36575E+11,20114202
93240,HYUNGJI ELITE,719,-47,-6.14,766,894,715,5537516,4445587434,44139596221,61390259
3010,HaeinCorp,5570,60,1.09,5600,5650,5360,273335,1490067200,70810000790,12712747
101530,Haitai Confectionery,6200,-40,-0.64,6230,6330,6050,87598,536333960,1.80524E+11,29116822
14130,HanExpress,2395,5,0.21,2370,2395,2310,27002,63397810,28740000000,12000000
293480,Hana Pharm,9520,-120,-1.24,9640,9650,9450,37458,358148420,1.69198E+11,17772946
5110,Hanchang,1254,0,0,0,0,0,0,0,26467434378,21106407
9460,HanchangPaper,1958,-57,-2.83,2015,2015,1952,31280,61332361,23365787126,11933497
14680,Hanchem,270000,-11000,-3.91,285000,285000,267000,81798,22239643750,3.06995E+12,11370195
372910,Hancom Lifecare,2060,-80,-3.74,2140,2185,2060,148318,309859602,57009276360,27674406
20000,Handsome,22700,-1100,-4.62,23800,23800,22200,127419,2861926800,4.87528E+11,21476994
2220,HanilIron&Stl,4975,-115,-2.26,5380,5380,4950,180995,914560104,1.3282E+11,26697460
2960,HankookShellOil,492000,-9000,-1.8,501000,503000,492000,2761,1367755500,6.396E+11,1300000
25890,HankookSteel,1962,10,0.51,1949,1962,1921,25216,48766955,21865736592,11144616
27970,Hankuk Paper,690,3,0.44,681,690,650,255331,169381175,1.31204E+11,190150720
17960,HankukCarbon,32250,-2300,-6.66,34100,34150,31700,510713,16588618500,1.66657E+12,51676486
8930,Hanmi Science,31750,50,0.16,32000,32250,31100,117776,3729245475,2.17143E+12,68391550
53690,HanmiGlobal,20750,-400,-1.89,21600,21650,20050,142817,2930808925,2.27369E+11,10957550
128940,HanmiPharm,491000,5500,1.13,502000,509000,484000,147040,72699455750,6.2902E+12,12810991
18880,Hanon Systems,5630,530,10.39,5230,5870,5210,84560998,4.74962E+11,5.77786E+12,1026262552
105630,Hansae,8860,-330,-3.59,9190,9240,8720,148606,1315842760,3.544E+11,40000000
16450,HansaeYes24Holdings,4340,75,1.76,4360,4400,4240,22357,96335350,1.736E+11,40000000
4960,HanshinConst,11650,-280,-2.35,11980,12120,11300,66484,767958420,1.34799E+11,11570702
11700,HanshinMach,3220,-150,-4.45,3370,3400,3145,375742,1206886016,1.04477E+11,32446151
9180,Hansol Logistics,2845,-45,-1.56,2930,2930,2795,129562,367117222,80103322125,28155825
4710,HansolTechnics,12480,-70,-0.56,12850,13690,11680,2045668,25532284550,3.92091E+11,31417517
9240,Hanssem,30800,100,0.33,30800,30800,29500,72805,2197516975,7.24845E+11,23533928
3680,HansungEnt,4685,-25,-0.53,4695,4780,4530,47598,220017280,29091577775,6209515
880,Hanwha,133700,-5500,-3.95,142300,142900,132600,293586,39621802900,9.42691E+12,70507919
82740,Hanwha Engine,64200,-2800,-4.18,68500,69100,63500,1019258,66147195550,5.35731E+12,83447142
370,Hanwha General Ins,6320,-120,-1.86,6430,6490,6100,644431,4032352600,7.3779E+11,116738915
42660,Hanwha Ocean,123300,-900,-0.72,126700,126800,120200,1816929,2.22688E+11,3.77808E+13,306413394
451800,Hanwha REIT,5050,-170,-3.26,5230,5230,4960,99583,499816565,9.0698E+11,179600000
489790,Hanwha Vision,67100,-200,-0.3,68200,68600,65100,356465,23866832350,3.38777E+12,50488390
1750,HanyangSecu,23200,-150,-0.64,23550,23650,22600,22194,507851450,2.95302E+11,12728534
1755,HanyangSecu(1P),23650,-1250,-5.02,24900,24900,22800,2774,64449550,12416250000,525000
3280,HeungaShipping,2100,-225,-9.68,2220,2290,2065,15703012,33480144432,5.04892E+11,240424899
540,HeungkukF&MIns,3570,-65,-1.79,3705,3705,3435,95592,336727195,2.29346E+11,64242645
545,HeungkukF&MIns(1P),6530,80,1.24,6370,6540,6250,5577,35280410,5015040000,768000
111110,Hojeon,6910,-170,-2.4,7000,7040,6890,18438,127945950,62646060000,9066000
25750,HomeDeco,2060,-135,-6.15,2195,2200,1997,142346,291488982,33192839740,16113029
8770,HtlShilla,55100,-200,-0.36,55400,55800,53000,364783,19940979100,2.16257E+12,39248121
8775,HtlShilla(1P),34000,-550,-1.59,34500,35000,33500,1819,61802100,25563886000,751879
5870,HuneedTechnologies,6270,-210,-3.24,6600,6800,6200,167373,1065961900,88507414050,14116015
32560,HwangKum S&T,5790,-140,-2.36,5950,5950,5730,39703,229818200,98430000000,17000000
10690,Hwashin,11330,30,0.27,11600,11750,10930,354634,3993979840,3.95648E+11,34920410
4800,Hyosung,198300,-3700,-1.83,202500,203000,189000,71256,13908395150,3.31962E+12,16740407
17800,Hyundai Elevator,78800,-1600,-1.99,81300,81400,77600,273262,21551981400,3.08048E+12,39092385
126560,Hyundai Futurenet,2975,0,0,2980,3015,2950,72492,216277826,3.24873E+11,109201040
1450,Hyundai M&F INS,34550,-150,-0.43,35300,35300,33350,524811,17990542050,2.94533E+12,85248250
4310,Hyundai pharm,6740,-200,-2.88,7000,7040,6490,371280,2467614535,2.1568E+11,32000000
307950,HyundaiAutoever,931000,185000,24.8,783000,953000,775000,1007516,8.74322E+11,2.55317E+13,27423982
725,HyundaiEng&Con(1P),59400,-200,-0.34,59600,60300,57700,6701,393826950,62648764200,1054693
720,HyundaiEng&Const,147000,5600,3.96,143400,147000,138000,1376563,1.97881E+11,1.63693E+13,111355765
5380,HyundaiMtr,723000,46000,6.79,704000,739000,701000,3095790,2.22999E+12,1.4804E+14,204757766
5385,HyundaiMtr(1P),274000,9000,3.4,270500,278500,264500,509564,1.38667E+11,6.39542E+12,23340960
5387,HyundaiMtr(2PB),272000,8500,3.23,268000,276500,264000,671952,1.81893E+11,9.51019E+12,34963930
5389,HyundaiMtr(3PB),258500,4500,1.77,257500,264500,253500,35737,9244588750,6.01646E+11,2327452
24110,IBK,20200,-250,-1.22,20600,20600,20000,4867498,98226458525,1.6108E+13,797425869
350520,IGIS RESIDENCE REIT,3365,-105,-3.03,3455,3555,3345,110373,373938122,1.24055E+11,36866202
334890,IGIS Value Plus REIT,3755,-185,-4.7,3935,3950,3730,283687,1074123932,2.6078E+11,69448683
230,ILDONG HOLDINGS,7610,-280,-3.55,7890,8100,7600,19544,150326100,87822444000,11540400
249420,ILDONG PHARM,21350,-450,-2.06,21900,22000,20800,359036,7596765475,6.75477E+11,31638252
81000,ILJIN DIAMOND,11220,-460,-3.94,11680,11720,10950,55302,618244185,1.59357E+11,14202975
103590,ILJIN ELECTRIC,92900,-3000,-3.13,97600,98000,89300,476191,43672837100,4.42997E+12,47685390
271940,ILJIN HYSOLUS,14130,-220,-1.53,14650,14730,13190,79125,1101294500,5.13105E+11,36313190
20760,ILJINDISPLAY,902,0,0,0,0,0,0,0,50984432422,56523761
15860,ILJINHOLDINGS,8840,-610,-6.46,9480,9480,8700,319659,2836383865,4.36232E+11,49347483
3120,ILSUNG IS,19640,290,1.5,19200,19690,19080,4050,78458260,2.61212E+11,13300000
101140,INBIOGEN,7040,-1040,-12.87,8750,9620,6900,128284,1027162515,70711280640,10044216
34590,INCHEON CITY GAS,26000,-250,-0.95,26250,26250,25900,1540,40081400,1.13744E+11,4374754
23810,INFAC,5930,-40,-0.67,6020,6140,5780,37992,222589660,59300000000,10000000
214320,INNOCEAN,19950,-350,-1.72,20500,20500,19660,1360887,26139661560,7.98E+11,40000000
6490,INSCOB,344,-5,-1.43,350,364,330,377090,129233872,50872823904,147886116
129260,INTERGIS,2050,5,0.24,2050,2095,2010,133228,270322793,60983141700,29747874
15360,INVENI,15120,-360,-2.33,15490,15700,15030,63680,966210155,4.1202E+11,27250000
294870,IPARK-DVP,20550,-50,-0.24,20800,20800,20150,259547,5300419750,1.3544E+12,65907330
10780,IS DONGSEO,28800,-1350,-4.48,29750,30150,27100,119736,3450883350,8.69385E+11,30186976
7660,ISUPETASYS,129200,1700,1.33,131400,131900,126600,1209513,1.56582E+11,9.48447E+12,73409219
457190,ISUSPECIALTYCHEMICAL,96300,-2600,-2.63,99000,99100,93800,229935,22123924500,2.91008E+12,30218872
31820,ITCENCTS,6750,-210,-3.02,6960,7140,6720,68358,465995580,81709735500,12105146
226320,ITSHANBUL,10580,-210,-1.95,10780,11190,10420,45499,480844065,2.32012E+11,21929315
8500,IljeongInd,1838,-50,-2.65,1886,2020,1834,65040,122672524,11028000000,6000000
3200,IlshinSpng,10500,120,1.16,10500,10560,10350,20323,212784720,2.4108E+11,22960000
7110,IlshinStone,1167,-43,-3.55,1210,1219,1149,423131,492637809,90391863870,77456610
13360,IlsungConst,1364,-61,-4.28,1467,1467,1333,232979,317477550,73689936320,54024880
7570,IlyangPharm,8910,-170,-1.87,9250,9250,8820,74556,665041820,1.70053E+11,19085664
7575,IlyangPharm(1P),8190,-90,-1.09,8220,8220,8180,423,3466490,3645205200,445080
14990,In the F,511,-25,-4.66,536,540,464,568749,284172474,38382740445,75112995
23800,Inzi,6390,-230,-3.47,6620,6700,6350,92196,594360820,1.01021E+11,15809197
5950,IsuChem,13830,-1720,-11.06,15980,15980,13600,1603526,22986498455,3.63648E+11,26294169
175330,JB Financial Group,23900,-200,-0.83,24450,24550,23450,9360056,2.23746E+11,4.49926E+12,188253584
271980,JEIL PHARM,11830,0,0,11720,11830,11300,40758,466122255,1.73959E+11,14704872
2620,JEIL PHARMA HOLDINGS,7900,-310,-3.78,8210,8210,7800,6176,48850320,1.2619E+11,15973355
89590,JEJUAIR,4860,-95,-1.92,4955,5030,4840,213607,1042484835,3.91915E+11,80640985
272450,JIN AIR,6130,0,0,6250,6250,6010,158543,962685525,3.19986E+11,52200000
88790,JINDO,2705,-120,-4.25,2825,2825,2675,31225,84759505,33671147520,12447744
204210,JK RIVERSTONE REIT,2035,0,0,0,0,0,0,0,15927568525,7826815
109070,JOOSUNG Corp,1369,21,1.56,1348,1378,1256,389835,515945188,72297204870,52810230
44380,JOOYONTECH,1777,81,4.78,1695,1795,1605,149608,249131598,22916753532,12896316
348950,JR GLOBAL REIT,1182,0,0,0,0,0,0,0,2.33298E+11,197376000
194370,JS CORP,11120,-210,-1.85,11490,11490,11000,82605,921424100,3.22666E+11,29016758
79900,JUNJIN C&R,60200,4900,8.86,58000,60800,56000,102949,6033813850,8.78471E+11,14592545
96760,JW HOLDINGS,3780,-10,-0.26,3800,3825,3740,108532,410091302,2.79436E+11,73924942
234080,JW LIFESCIENCE,11360,-200,-1.73,11620,11620,11110,36650,415587540,1.79881E+11,15834554
1060,JWPHARMA,27800,-650,-2.28,28450,28700,27400,65211,1811141275,6.47349E+11,23285930
1065,JWPHARMA(1P),24350,-1150,-4.51,25300,25300,23550,828,20150850,8326506850,341951
1067,JWPHARMA(2PB),50100,0,0,50100,50100,50100,2,100200,10519647300,209973
33240,JahwaElec,39650,-2900,-6.82,42950,43250,38800,291449,11558413825,8.56658E+11,21605502
6220,Jeju BK,9950,-320,-3.12,10270,10600,9830,130906,1311260345,3.76096E+11,37798557
381970,K Car,9080,-220,-2.37,9220,9400,9020,177320,1611144680,4.43293E+11,48820848
123890,KAIT,2300,-35,-1.5,2380,2380,2285,307718,708756126,2.8146E+11,122373926
3490,KAL,26800,-200,-0.74,27650,27800,26400,3985005,1.06968E+11,9.86831E+12,368220661
3495,KAL(1P),22850,100,0.44,22800,23250,22700,4447,101252450,25381642900,1110794
860,KANGNAM JEVISCO,13320,-500,-3.62,13710,13810,13210,20805,279353830,1.7316E+11,13000000
415640,KB Balhae Infra,9900,-70,-0.7,10240,10240,9790,108719,1072417200,1.2132E+12,122545548
432320,KB STAR REIT,1447,-33,-2.23,1450,1470,1408,585999,843514175,2.18156E+11,150764285
105560,KBFinancialGroup,150600,900,0.6,150100,153500,148200,2006731,3.02494E+11,5.61513E+13,372850455
8970,KBI DONG YANG STEEL PIPE,1441,-54,-3.61,1500,1500,1423,1036673,1493921275,1.49528E+11,103766907
1620,KBIDK,2465,-160,-6.1,2630,2655,2460,45819,114022685,54867463790,22258606
29460,KC,31900,-2150,-6.31,34050,34500,31600,40959,1313963050,3.51555E+11,11020535
119650,KC COTTRELL,918,0,0,0,0,0,0,0,1.00783E+11,109785309
9440,KC Green Holdings,756,0,0,0,0,0,0,0,17568790596,23239141
2380,KCC,550000,0,0,558000,568000,539000,50327,27754265500,4.72609E+12,8592896
344820,KCC GLASS,25200,100,0.4,25200,25350,24900,23349,585119175,4.02457E+11,15970512
9070,KCTC,4960,-200,-3.88,5070,5180,4930,210095,1046803370,1.488E+11,30000000
281820,KCTECH,62600,-3600,-5.44,67500,67700,61600,141881,8916613200,1.2394E+12,19798661
71320,KDHC,71500,1000,1.42,70500,71800,70000,23291,1656414300,8.2788E+11,11578744
92220,KEC,4965,-185,-3.59,5270,5270,4655,1802227,8675417044,1.99358E+11,40152628
23350,KECC,4610,-115,-2.43,4725,4730,4565,33602,154921249,50479500000,10950000
6200,KECHOLDINGS,2900,-45,-1.53,2945,2990,2800,85991,246068025,27145818300,9360627
15760,KEPCO,38900,-150,-0.38,39450,39850,38100,3204199,1.25027E+11,2.49724E+13,641964077
52690,KEPCO E&C,134300,-1400,-1.03,136500,138200,128700,211168,28054186550,5.13295E+12,38220000
51600,KEPCO KPS,51000,-300,-0.58,51900,51900,50200,143480,7303850250,2.295E+12,45000000
130660,KEPID,13960,-360,-2.51,14320,14490,13650,291899,4049832740,4.55096E+11,32600000
16380,KG DONGBU STL,5930,-180,-2.95,6170,6240,5870,485665,2902339825,5.93053E+11,100008897
3620,KG Mobility,3405,-20,-0.58,3395,3495,3250,1858597,6261782754,6.89087E+11,202374912
1390,KGC,4770,-75,-1.55,4870,4920,4755,276029,1324725971,3.20702E+11,67233030
270,KIA CORP.,169200,4900,2.98,165500,172500,164100,2545048,4.30545E+11,6.60579E+13,390412998
71050,KIH,237500,-1000,-0.42,244000,244000,230000,589463,1.39598E+11,1.32349E+13,55725992
71055,KIH(1P),165400,-3300,-1.96,168700,168700,162800,19589,3232367050,9.68955E+11,5858251
104700,KISCO,8690,-310,-3.44,9010,9010,8680,46374,407481220,3.16751E+11,36450000
1940,KISCO Holdings,21900,-600,-2.67,22650,22650,21750,7660,168185800,3.10463E+11,14176380
92440,KISHIN,2030,-75,-3.56,2105,2115,2020,26709,54543605,59276000000,29200000
2240,KISWire,20350,0,0,20250,20500,19890,22944,460694750,5.4945E+11,27000000
39490,KIWOOM,370500,-500,-0.13,378000,379000,359000,145229,53388719500,9.71759E+12,26228316
357120,KLI REIT,4315,-90,-2.04,4400,4400,4270,91900,396137143,4.20002E+11,97335354
71950,KOAS,2230,0,0,2185,2275,1930,269768,562771003,27784004850,12459195
24720,KOLMAR HOLDINGS,9210,0,0,9300,9480,9000,53422,488933700,3.15869E+11,34296259
161890,KOLMAR KOREA,85500,-1100,-1.27,86800,87000,83100,190451,16206783900,2.01823E+12,23605077
2020,KOLON CORP,57600,-2700,-4.48,61400,61400,55400,69479,4002620750,7.43482E+11,12907680
2025,KOLON CORP(1P),28350,-1150,-3.9,29400,29500,28050,1837,52175150,32898388950,1160437
120110,KOLON IND,71800,-400,-0.55,72700,73200,69100,267246,19077145650,2.15013E+12,29946032
120115,KOLON IND(1P),26050,-400,-1.51,26400,26500,25100,18970,485180850,72102753000,2767860
00781K,KOR CIRC(2PB),19290,220,1.15,19130,19380,19130,2186,41991260,15117553710,783699
417310,KORAMCO THE ONE REIT,9790,-200,-2,9990,10000,9610,231927,2284660530,3.95516E+11,40400000
47810,KOREA AEROSPACE,168300,400,0.24,168800,175200,165500,1042402,1.76767E+11,1.64051E+13,97475107
10100,KOREA MOVENEX,4260,-140,-3.18,4450,4495,4210,253105,1087426154,1.29719E+11,30450420
7280,KOREA STEEL,2375,-120,-4.81,2565,2585,2310,105254,253484550,72215805625,30406655
10130,KOREA ZINC,1373000,8000,0.59,1385000,1405000,1342000,23296,31976999500,2.86586E+13,20872969
34830,KOREIT,1231,-61,-4.72,1292,1310,1220,1148644,1421141570,3.10814E+11,252489230
6650,KPIC,128300,0,0,130800,130800,124800,30308,3849100900,8.3395E+11,6500000
25000,KPXCHEMICAL,49900,-800,-1.58,50300,50700,49450,9971,495594850,2.18498E+11,4378709
92230,KPXHOLDINGS,84300,-400,-0.47,84200,85900,82700,2673,222646300,3.56138E+11,4224646
40,KR MOTORS,334,-16,-4.57,360,362,334,184303,63080663,28849311456,86375184
259960,KRAFTON,257500,2000,0.78,257500,261000,249500,394129,1.01023E+11,1.18803E+13,46136993
44450,KSS LINE,9910,-240,-2.36,10150,10280,9800,85478,849186385,2.28781E+11,23085880
30200,KT,52800,900,1.73,52800,54100,52600,550164,29314265453,1.33067E+13,252021685
53210,KT Skylife,4430,-50,-1.12,4470,4480,4400,51675,228059704,2.10527E+11,47522955
33780,KT&G,184700,1000,0.54,184000,186000,180000,634103,1.16568E+11,1.91738E+13,103810456
145270,KTOPREITs,770,-10,-1.28,780,780,765,137682,106151799,37006795980,48060774
58850,KTcs,2515,-15,-0.59,2530,2545,2495,115733,290993417,1.04132E+11,41404450
58860,KTis,2670,0,0,2685,2710,2650,68931,184467235,92921340000,34802000
214330,KUMHO HT,2880,-100,-3.36,2980,3005,2855,90846,265115495,60231913920,20913859
2990,KUMHOE&C,4070,25,0.62,4130,4130,3965,107688,434306974,1.51648E+11,37259974
2995,KUMHOE&C(1P),13990,-140,-0.99,14330,14330,13860,2381,33619050,4088801340,292266
73240,KUMHOTIRE,4700,-50,-1.05,4830,4935,4630,893870,4211614475,1.35012E+12,287260287
14280,KUMKANG KIND,4655,-110,-2.31,4740,4800,4585,129402,600256314,1.36528E+11,29329357
14285,KUMKANG KIND(1P),6750,150,2.27,6660,6750,6320,1676,10710940,3981656250,589875
33270,KUP,18550,-100,-0.54,18750,18910,18470,35079,653335110,2.95145E+11,15910775
17040,KWANG MYUNG ELEC,932,0,0,0,0,0,0,0,40390657180,43337615
30610,KYOBOSECURITIES,11400,-140,-1.21,11660,11690,11260,103936,1185726480,1.29918E+12,113962961
339770,KYOCHON F&B,4030,-70,-1.71,4105,4120,4010,121687,490479775,2.01359E+11,49965080
214390,KYONGBO,5730,-190,-3.21,5880,5980,5610,76779,438592045,1.36986E+11,23906860
267290,KYUNGDONG CITY GAS,21650,-500,-2.26,22150,22900,21550,6510,143329925,1.27636E+11,5895406
12320,KYUNGDONG INVEST,52200,-1100,-2.06,53100,54200,51400,14998,782795700,1.23454E+11,2365023
9450,KYUNGDONGNAVIEN,70100,-1900,-2.64,71600,71900,68000,84027,5830885600,1.02126E+12,14568592
35720,Kakao,41950,1850,4.61,40450,44000,40450,7448112,3.14429E+11,1.85289E+13,441690614
323410,KakaoBank,22400,1000,4.67,21750,22450,21450,3833200,85361011775,1.06875E+13,477120437
35250,Kangwonland,15030,-40,-0.27,15220,15300,14900,734579,11076995745,3.21553E+12,213940500
279570,Kbank,5790,10,0.17,5800,5850,5620,2596038,14923243550,2.34897E+12,405695151
12200,KeyangElecMach,7550,-320,-4.07,7920,8740,7460,2229309,18020894990,2.05532E+11,27222829
12205,KeyangElecMach(1P),13710,1120,8.9,13190,16100,13000,1347521,19410543210,16028073090,1169079
20120,KidariStudio,3720,-110,-2.87,3800,3900,3700,84228,315553227,1.37877E+11,37063766
4540,KleanNara,1756,-14,-0.79,1788,1799,1737,55015,96150921,65394656908,37240693
4545,KleanNara(1P),9700,0,0,9700,9790,9610,58,561150,3551752000,366160
36460,Kogas,35500,0,0,35700,35850,34800,216317,7633938750,3.27711E+12,92313000
3070,KolonGlobal,9300,-230,-2.41,9530,9540,9180,25831,239752855,2.36443E+11,25423959
3075,KolonGlobal(1P),13380,-570,-4.09,13670,13940,12930,1909,25611980,9911061060,740737
5430,KorApoSvc,82500,-7200,-8.03,87000,87100,79100,35965,2966269550,2.61224E+11,3166355
970,KorCastIronPipe,6700,0,0,6750,6750,6650,47296,315679700,1.52763E+11,22800500
7810,KorCirc,119300,7300,6.52,118900,120900,112700,380138,44690444500,2.86113E+12,23982620
7815,KorCirc(1P),22250,1050,4.95,21800,22250,21800,1854,40809550,65964352500,2964690
25540,KorElecTerm,78800,-1100,-1.38,79900,80000,77200,14991,1174239800,7.97062E+11,10115000
2200,KorExptPkgInd,2605,-85,-3.16,2710,2710,2570,84064,217660310,87267346305,33499941
2140,KorInd,2170,-80,-3.56,2240,2285,2135,171946,373217557,54118552250,24939425
5880,KorLine,2250,-75,-3.23,2340,2375,2195,5285682,11808207756,7.26182E+11,322747340
4090,KorPetro,12650,-530,-4.02,12700,12940,12500,542387,6842904680,1.60581E+11,12694120
3690,Korean Re,12850,-810,-5.93,13590,13620,12770,777636,10108836795,2.27087E+12,176721031
10040,Krc,1618,-36,-2.18,1636,1680,1617,44768,72821763,66446506316,41067062
7690,KukdoChem,33200,-350,-1.04,34300,34300,32500,17644,584329850,3.0746E+11,9260832
14530,KukdongOil&Chem.,3365,-5,-0.15,3345,3480,3270,298840,992301590,1.17336E+11,34869420
2720,Kukje Pharma,3690,-90,-2.38,3780,3820,3660,108626,402197402,78079780080,21159832
8870,Kumbi,43950,150,0.34,44300,44500,43750,506,22238750,43950000000,1000000
1210,KumhoElec,604,-40,-6.21,650,655,597,664015,403206217,37375570132,61880083
11780,KumhoPetrochem,132300,-3500,-2.58,138600,138700,131400,117916,15652592900,3.32831E+12,25157325
11785,KumhoPetrochem(1P),57000,-1000,-1.72,58000,59000,57000,4226,242247200,1.72339E+11,3023486
1570,Kumyang,9900,0,0,0,0,0,0,0,6.33275E+11,63967196
9290,KwangdongPharm,6850,-120,-1.72,7000,7080,6710,284330,1943020800,3.41129E+11,49799808
13580,KyeryongConst,21100,0,0,21300,21900,20450,114189,2389369025,1.88442E+11,8930907
50,Kyungbang,8500,-400,-4.49,8900,8960,8470,56535,487302970,2.3303E+11,27415270
9140,KyunginElec,26450,250,0.95,26200,27550,25650,8372,222980250,41547580650,1570797
12610,KyunginSynth,4965,-65,-1.29,5110,5190,4830,795048,3930606660,2.06625E+11,41616365
2100,Kyungnong,9010,-110,-1.21,9260,9260,8940,73140,658563550,1.75898E+11,19522575
66970,L&F,168300,-900,-0.53,167500,173000,156700,1025931,1.70058E+11,6.80866E+12,40455487
