Issue code,Issue name,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
27410,BGF,4540,-120,-2.58,4660,4775,4500,220458,1009381199,4.34554E+11,95716791
282330,BGF Retail,126400,-3000,-2.32,128200,129500,122900,51075,6442251700,2.18469E+12,17283906
90460,BH,35050,-5150,-12.81,40950,41000,35050,1420526,52164215450,1.18159E+12,33711538
138930,BNK Financial Group,17140,-530,-3,17460,17790,16910,1162536,19930767475,5.31901E+12,310327033
2410,BUMYANG CONST,1935,0,0,0,0,0,0,0,53173451700,27479820
1460,BYC,40100,-2100,-4.98,42200,42200,39950,3195,129579225,2.50471E+11,6246150
1465,BYC(1P),29100,-1050,-3.48,29200,30150,28350,2177,63277600,62677035000,2153850
35150,Baiksan,10770,-420,-3.75,11150,11190,10620,104336,1124612785,2.15711E+11,20028841
5180,Binggrae,71200,-1200,-1.66,72600,72600,71200,25002,1787799250,6.59955E+11,9269031
377740,BioNote,5000,-50,-0.99,5100,5120,4945,82222,410046240,5.0943E+11,101886048
6740,Blue Industrial Development,589,0,0,0,0,0,0,0,33558621332,56975588
890,BohaeBrew,1421,-119,-7.73,1520,1523,1381,412953,594170812,39253739525,27624025
2760,Bolak,996,-17,-1.68,1020,1024,995,327836,328217798,59660400000,59900000
26940,Bookook Steel,2200,-145,-6.18,2325,2325,2195,299949,671705280,44000000000,20000000
1270,BookookSecu,62400,-2400,-3.7,64800,66000,62400,11420,724094700,6.47081E+11,10369886
1275,BookookSecu(1P),31900,-100,-0.31,31750,32000,31650,6352,202480750,95700000000,3000000
3850,Boryung,9300,-130,-1.38,9400,9510,9220,144040,1343236430,7.97821E+11,85787207
3000,BukwangPharm,5090,-140,-2.68,5230,5260,4990,674795,3425979755,5.02203E+11,98664671
11390,BusanInd,54200,-2000,-3.56,55900,55900,52500,9935,538348000,57235200000,1056000
7210,Byuksan,1729,-46,-2.59,1762,1795,1721,205730,358867759,1.13007E+11,65360000
13700,CAMUS E&S,1338,-17,-1.25,1360,1364,1303,123667,163020114,79946610540,59750830
6380,CAPRO,3660,0,0,0,0,0,0,0,6.1854E+11,168999996
25620,CHA AI Healthkare,7600,50,0.66,7490,7620,7320,17672,132019820,1.3835E+11,18203973
33250,CHASYS,4145,-15,-0.36,4230,4230,4070,20975,86094245,26528000000,6400000
1560,CHEILGRINDING,9980,-550,-5.22,10530,10530,9850,10458,104829285,75848000000,7600000
2787,CHINHUNG INT (2PB),8030,30,0.38,8000,8140,7900,499,3958760,2367308240,294808
2785,CHINHUNG INT(1PB),3160,0,0,3300,3350,3160,1330,4278960,2708808880,857218
2600,CHOHEUNG,140800,0,0,140800,141700,139500,320,44709500,84480000000,600000
18470,CHOILALUMINUM,1325,-69,-4.95,1400,1400,1322,1847137,2476766685,1.67787E+11,126631721
185750,CHONGKUNDANG,78800,-1000,-1.25,79900,80100,78200,29031,2295009250,1.08766E+12,13802780
1630,CHONGKUNDANG HOLDINGS,45400,-400,-0.87,45800,45800,45350,6677,303399550,2.27448E+11,5009861
120030,CHOSUN WELDING,92700,-3400,-3.54,96100,96100,91000,3074,286409550,1.16584E+11,1257651
4920,CITECH,999,-57,-5.4,1056,1056,975,512863,515803069,52127692128,52179872
1040,CJ,169300,-3600,-2.08,173000,174100,168700,107979,18437834850,4.93967E+12,29176998
79160,CJ CGV,4570,-90,-1.93,4670,4690,4550,570684,2620171810,7.56711E+11,165582385
97950,CJ CheilJedang,206500,-4500,-2.13,211000,211000,204500,60762,12538581000,3.10869E+12,15054186
97955,CJ CheilJedang(1P),129100,-900,-0.69,130000,130600,128200,9403,1210550300,1.71372E+11,1327433
120,CJ LOGISTICS,85800,-3200,-3.6,88900,89100,85300,83615,7197005350,1.9573E+12,22812344
1045,CJ(1P),81800,-200,-0.24,81500,82400,81500,5722,467775400,1.84886E+11,2260223
00104K,CJ(4PC),151500,-2100,-1.37,153500,154500,149500,7265,1094786150,6.40317E+11,4226512
11150,CJSEAFOOD,2245,-95,-4.06,2340,2355,2135,243071,555534330,80664585385,35930773
11155,CJSEAFOOD(1P),12990,-20,-0.15,13010,13010,12800,18,231460,2598000000,200000
480370,CK Solution,1880,-80,-4.08,1960,1984,1856,361966,686919277,61065047040,32481408
63160,CKDBio,17800,-130,-0.73,17950,17950,17560,12977,230189325,97650123600,5485962
192820,COSMAX,176200,-5200,-2.87,180600,181700,173800,62807,11098917750,1.99978E+12,11349509
44820,COSMAX bti,18490,-470,-2.48,18990,18990,18250,84394,1558741065,1.77576E+11,9603921
5420,COSMOCHEM,14220,-1130,-7.36,15170,15340,14220,230788,3385819390,5.46165E+11,38408228
21240,COWAY,91500,-2200,-2.35,93300,94600,90200,189586,17405398800,6.47522E+12,70767426
480,CR Holdings,4785,-45,-0.93,4900,4900,4780,27381,131459944,2.24371E+11,46890490
264900,CROWN,8120,-180,-2.17,8300,8300,8120,12898,105768860,1.01694E+11,12523850
26490K,CROWN(1P),8740,-180,-2.02,8920,8990,8710,423,3737310,6760914400,773560
5740,CROWNHAITAI Holdings,6440,-190,-2.87,6720,6720,6220,44822,287258265,95616914680,14847347
5745,CROWNHAITAI Holdings(1P),6720,-230,-3.31,7100,7100,6720,448,3035550,4036878720,600726
590,CSHOLDINGS,77100,100,0.13,77000,77700,75800,2312,177236700,89010562200,1154482
112610,CSWIND,49900,-1500,-2.92,51100,51100,49300,398900,19909698300,2.10435E+12,42171403
308170,CTR Mobility,4260,-270,-5.96,4600,4600,4250,29012,126518845,36678600000,8610000
192400,CUCKOO,24800,-850,-3.31,26000,26000,24550,54345,1358060550,8.81942E+11,35562185
284740,CUCKOO HOMESYS,22350,-450,-1.97,22700,22950,22000,28137,631858625,5.01474E+11,22437330
68270,Celltrion,194500,-500,-0.26,193700,197800,191800,638721,1.24239E+11,4.32028E+13,222122341
2420,Century,6050,-390,-6.06,6440,6570,5980,69066,433352725,36118185400,5969948
9310,Charm Engineering,5330,0,0,0,0,0,0,0,23329484620,4377014
30000,CheilWorldwide,18340,-500,-2.65,18770,18840,18200,665072,12252966195,2.10986E+12,115041225
51630,ChinYangChem,1780,-152,-7.87,1914,1920,1745,386258,693583375,37736000000,21200000
10640,ChinYangPoly,2015,-125,-5.84,2120,2120,2000,128773,262339453,33650500000,16700000
2780,ChinhungInt,1034,-34,-3.18,1068,1172,1030,6178876,6736693398,1.50418E+11,145471745
100250,Chinyang Holdings,2965,-40,-1.33,3070,3070,2965,88814,264427426,1.89464E+11,63900000
3780,Chinyang Industry,5110,-290,-5.37,5400,5420,5090,273901,1426460135,66430000000,13000000
1550,Chobi,11760,-640,-5.16,12400,12410,11720,61946,735076080,61060730640,5192239
4700,ChokwangLeat,61600,-2300,-3.6,64300,64300,59100,1924,120608100,4.09587E+11,6649138
4910,ChokwangPaint,3850,-160,-3.99,4020,4020,3780,89434,345835106,49280000000,12800000
950,Chonbang,27100,-450,-1.63,28000,28000,26050,1699,45811750,45528000000,1680000
462520,Chosun REF,14600,-110,-0.75,14710,15040,14580,28011,415921225,1.73085E+11,11855168
650,ChunilExp,213000,-15000,-6.58,228000,230000,206500,22392,4787947250,3.04424E+11,1429220
36420,ContentreeJoongAng,5120,-410,-7.41,5530,5570,5000,197473,1027358030,98623016960,19262308
5070,CosmoAM&T,53000,-3800,-6.69,57900,58400,52700,299656,16467305050,1.76037E+12,33214571
377190,D&D platform REIT,2640,-25,-0.94,2665,2665,2565,141352,369044666,2.33376E+11,88400000
12800,DAECHANG,1620,-59,-3.51,1682,1700,1600,1695658,2761511210,1.47648E+11,91140499
490,DAEDONG CORP.,8840,-390,-4.23,9230,9250,8800,476957,4245338240,2.54829E+11,28826865
8060,DAEDUCK,21550,-1550,-6.71,24300,24350,21450,222730,4959683050,6.74237E+11,31287098
00806K,DAEDUCK(1P),13640,-80,-0.58,14360,14950,13450,31374,441606200,16536549480,1212357
439260,DAEHAN SHIPBUILDING,67500,-2600,-3.71,70100,70200,66700,84024,5716754850,2.57099E+12,38088730
69460,DAEHOAL,2660,0,0,0,0,0,0,0,46322277400,17414390
19680,DAEKYO,1158,-69,-5.62,1210,1210,1150,109696,128968750,98085900300,84702850
19685,DAEKYO(1PB),885,-7,-0.78,853,902,853,36218,31598216,17192886150,19426990
5750,DAELIM BATH,4860,-150,-2.99,5040,5050,4835,47331,233004645,80638286400,16592240
16710,DAESUNG HOLDINGS,7520,-270,-3.47,7790,7790,7480,37342,283413830,1.20993E+11,16089459
117580,DAESUNGENERGY,7620,-240,-3.05,7850,7860,7600,182761,1397973065,2.0955E+11,27500000
128820,DAESUNGIND,6130,-170,-2.7,6400,6490,6090,596163,3696964510,2.77293E+11,45235478
69620,DAEWOONG PHARM,134700,0,0,135600,140200,131900,37977,5137242800,1.56071E+12,11586575
3547,DAISHINSECU(2PB),20150,-250,-1.23,20350,20650,20100,21485,434706075,1.97537E+11,9803333
58730,DASCO,2795,-115,-3.95,2890,2935,2735,164373,459346286,55755277695,19948221
12030,DB,2350,-50,-2.08,2530,2545,2245,4197592,9978946344,4.72759E+11,201173933
990,DB HiTek,202000,-18500,-8.39,228500,230500,200000,1134393,2.36748E+11,8.78793E+12,43504588
5830,DB INSURANCE,144500,-4100,-2.76,148200,149800,144000,283927,41413373000,9.4648E+12,65500349
16610,DB Sec,11470,-480,-4.02,11990,12200,11420,116827,1360253325,4.8686E+11,42446389
24090,DCM,11270,-340,-2.93,11700,11750,11270,9114,103492310,1.28478E+11,11400000
145720,DENTIUM,48200,-2300,-4.55,50000,50500,48200,37807,1840048150,4.15672E+11,8623891
300,DHAUTONEX,4200,0,0,0,0,0,0,0,1.74036E+11,41437055
3160,DI,30200,-3050,-9.17,34000,34400,30100,509072,15924767475,8.5466E+11,28300000
1530,DI DONGIL,25300,-1850,-6.81,26750,26950,24800,107218,2718258875,5.24105E+11,20715621
92200,DIC,8460,-460,-5.16,8920,8930,8180,1175088,10049546850,3.28997E+11,38888569
4890,DIC,38350,900,2.4,37700,38350,37700,1938,73779550,93006995250,2425215
15590,DKME,2495,-5,-0.2,2500,2510,2265,700560,1654064194,1.33224E+11,53396308
210,DL,56200,-4300,-7.11,60100,60700,55800,106614,6105654200,1.17772E+12,20955884
375500,DL E&C,78400,-3500,-4.27,81000,81700,77700,455450,35993508100,3.03358E+12,38693623
37550K,DL E&C(1P),25000,-1350,-5.12,26600,26600,24450,11993,302449800,52847125000,2113885
37550L,DL E&C(2PC),48000,-2000,-4,50300,50300,47200,9316,446688225,1.01374E+11,2111951
215,DL(1P),24700,-1150,-4.45,26100,26100,24550,4304,106959225,41647040500,1686115
7340,DN AUTOMOTIVE,45450,-1350,-2.88,46500,48750,45050,221429,10261899925,2.65932E+12,58510865
2150,DOHWA ENGINEERING,5810,-170,-2.84,5980,6110,5800,88884,522594740,1.95913E+11,33720000
2690,DONG IL STEEL,1511,-32,-2.07,1543,1567,1508,49485,75079864,30673843960,20300360
111380,DONG IN ENTECH,13410,-240,-1.76,13660,13740,13250,23867,319458205,82176480000,6128000
460850,DONGKUK CM,5850,-110,-1.85,5930,5960,5690,145019,837332610,1.74907E+11,29898656
1230,DONGKUK HOLDINGS,11400,0,0,0,0,0,0,0,3.62526E+11,31800483
460860,DONGKUK STEEL,11460,-510,-4.26,11880,11900,11150,620813,7025573810,5.68508E+11,49608017
23450,DONGNAMCHEMICAL,28950,-550,-1.86,29500,29525,27550,3700,106274100,1.01325E+11,3500000
26960,DONGSUH,24550,-450,-1.8,25050,25350,24350,107860,2659191975,2.44764E+12,99700000
102260,DONGSUNG CHEMICAL,3990,-110,-2.68,4070,4100,3980,218474,877865708,2.02172E+11,50669591
18500,DONGWON METAL,1620,-80,-4.71,1684,1706,1605,352792,576915491,75742991460,46754933
84670,DONGYANG EXPRESS,39750,-3400,-7.88,43100,43150,39300,151406,6117944125,1.15099E+11,2895569
150,DOOSAN,1715000,-66000,-3.71,1804000,1825000,1710000,92988,1.61858E+11,2.77724E+13,16193835
155,DOOSAN(1P),606000,-28000,-4.42,592000,640000,592000,22006,13577531500,2.42186E+12,3996462
157,DOOSAN(2PB),515000,-40000,-7.21,555000,555000,512000,1853,978111000,4.59915E+11,893038
12510,DOUZONE BIZON,120000,0,0,120000,120300,120000,6454,774585950,3.77736E+12,31477993
4840,DRB Holding,4795,-140,-2.84,4930,4930,4655,27077,128269975,92410985380,19272364
163560,DRB Industrial,6720,-300,-4.27,7000,7000,6710,92190,627091280,93408000000,13900000
192650,DREAMTECH,5060,-260,-4.89,5350,5370,5000,638969,3255333835,3.49009E+11,68974199
17860,DS Dansuk,18340,-1000,-5.17,19030,19060,18100,176807,3256827575,3.25703E+11,17759139
155660,DSR,4215,-90,-2.09,4280,4305,4150,55811,234611721,67440000000,16000000
69730,DSRWIRE,5300,-80,-1.49,5390,5390,5220,57834,305814395,76320000000,14400000
16740,DUAL,4740,-170,-3.46,4755,4870,4640,154507,728618736,1.35915E+11,28674024
47040,DWEC,26750,-2700,-9.17,29450,29500,26600,11387189,3.11406E+11,1.09918E+13,410907638
14820,DWS,22050,-1100,-4.75,23200,23200,21950,65387,1461686675,6.39258E+11,28991282
14825,DWS(1P),16160,0,0,16160,16160,16160,195,3151200,4268033760,264111
13570,DY,4245,-245,-5.46,4490,4490,4165,358609,1523779420,1.11727E+11,26319633
24900,DY DEOKYANG,1898,-87,-4.38,1985,1985,1889,151840,290461023,61808332040,32564980
210540,DY POWER,13470,-470,-3.37,13940,13940,13270,75170,1014102875,1.48732E+11,11041708
2880,DYA,827,27,3.38,800,879,793,349826,293725706,38682093865,46773995
92780,DYP,5070,0,0,5150,5150,4965,39914,200932320,66764092200,13168460
15230,DaechangForging,6360,-20,-0.31,6440,6440,6240,108259,684667730,1.72633E+11,27143620
35320K,DaeduckElectro(1P),39900,-3200,-7.42,45000,46000,39000,52525,2190225950,83611208100,2095519
353200,DaeduckElectronics,163500,-5700,-3.37,180200,185000,162900,1532669,2.58403E+11,8.07967E+12,49416925
6370,DaeguDptStr,5080,-310,-5.75,5390,5390,5010,35480,180727760,54973783880,10821611
84010,Daehan Steel,9650,-350,-3.5,9920,10010,9570,68380,669250890,3.31686E+11,34371596
1130,DaehanFlrMill,11720,-580,-4.72,12460,12460,11590,41118,488497790,1.98068E+11,16900000
3830,DaehanSynthFibr,115000,-2300,-1.96,117300,119300,113000,333,37885100,1.5272E+11,1328000
16090,Daehyun,1620,-32,-1.94,1652,1652,1613,165944,269823876,71737342200,44282310
6570,DaelimTrdg,1913,-37,-1.9,1950,1950,1889,16873,32230610,29125425000,15225000
1680,Daesang,19130,-420,-2.15,19580,19670,19090,89815,1725404545,6.62817E+11,34648025
84690,Daesang Holdings,9580,-170,-1.74,9720,9750,9540,70837,680401340,3.46916E+11,36212538
84695,Daesang Holdings(1P),14000,-160,-1.13,14120,14150,13650,33473,461734600,12788748000,913482
1685,Daesang(1P),15730,-140,-0.88,15880,15880,15680,4383,69003355,21553607790,1370223
6340,DaewonCbl,13060,-1080,-7.64,14140,14220,13060,4732560,63629397640,1.02409E+12,78414416
6345,DaewonCbl(1P),14930,-1470,-8.96,16490,16710,14320,359423,5375434685,39134516000,2621200
24890,DaewonChem,3580,-110,-2.98,3690,3690,3380,62163,216587658,29534391400,8249830
430,DaewonKangup,4595,-30,-0.65,4650,4705,4480,209145,958845093,2.8489E+11,62000000
3220,Daewonpharm,9010,-250,-2.7,9180,9260,8910,58926,532357760,2.02073E+11,22427583
3090,Daewoong,19800,-400,-1.98,20150,20500,19750,76952,1539879410,1.15121E+12,58141980
14160,DaeyoungPkg,979,-12,-1.21,981,994,963,1437366,1403361853,1.06118E+11,108394549
0030R0,Daishin Value REIT,4240,15,0.36,4250,4270,4175,16461,69448930,2.53467E+11,59780000
3540,DaishinSecu,31900,-1200,-3.63,33750,33900,31700,119906,3867903475,1.57011E+12,49219763
3545,DaishinSecu(1P),21000,-250,-1.18,21300,21450,20800,104066,2182473575,5.29025E+11,25191667
9190,DaiyangMtl,2080,280,15.56,1805,2240,1737,7541781,15520903082,89840660000,43192625
30210,Daol SEC,3815,-120,-3.05,3980,3985,3790,153033,587054057,2.32376E+11,60911106
23590,DaouTech,41050,-1750,-4.09,43000,43650,39100,79864,3302438075,1.77694E+12,43287312
28100,Dong Ah E&C,15180,-500,-3.19,15550,15600,15100,43250,662603255,2.03253E+11,13389502
170900,Donga ST,41000,-500,-1.2,41500,42000,40500,18731,769645100,3.98841E+11,9727819
640,Donga Socio Holdings,90600,400,0.44,90000,90600,88750,23184,2082225900,6.09967E+11,6732527
7590,DongbangAgro,6000,0,0,6000,6020,5950,5967,35729290,81705462000,13617577
4140,DongbangTrnspt&Log,2135,-100,-4.47,2220,2240,2100,832511,1786089316,1.0242E+11,47971766
5960,Dongbu Corporation,7080,-320,-4.32,7400,7400,6770,129046,916672180,1.62462E+11,22946663
5965,Dongbu(1P),17890,-650,-3.51,18540,18540,17890,965,17381520,4038345480,225732
2210,DongsungPharm,973,0,0,0,0,0,0,0,94010780311,96619507
20,DongwhaPharm,5860,-180,-2.98,6040,6050,5820,180349,1065157085,1.63678E+11,27931470
30720,DongwonFish,6070,-130,-2.1,6290,6290,5840,47603,287009230,28248596350,4653805
6040,DongwonInd,35700,-750,-2.06,36350,36350,35400,44381,1580089025,1.57583E+12,44140819
241560,Doosan Bobcat,68100,100,0.15,68200,71100,67200,367360,25202744200,6.5278E+12,95856065
34020,Doosan Enerbility,108500,-4100,-3.64,114700,114800,108200,3275977,3.61967E+11,6.95009E+13,640561146
454910,Doosan Robotics,103000,-3900,-3.65,105700,106900,101100,855856,88888822800,6.67646E+12,64819980
336260,Doosanfc,101500,1700,1.7,99500,105000,94900,947814,96113046300,6.64761E+12,65493726
33626K,Doosanfc(1P),11750,0,0,11680,12070,11330,90551,1059654185,1.57029E+11,13364200
33626L,Doosanfc(2PB),12090,240,2.03,11820,12990,11490,25420,314926005,36104367000,2986300
192080,DoubleUGames,67900,1100,1.65,66200,68500,65700,140734,9460134550,1.43768E+12,21173468
4830,Duksung,4130,90,2.23,4040,4295,3930,363257,1503077406,64758400000,15680000
4835,Duksung(1P),6110,-80,-1.29,6190,6190,6100,6671,40765810,8505120000,1392000
145210,Dynamic Design,224,0,0,0,0,0,0,0,9461013632,42236668
88260,E KOCREF,4380,5,0.11,4445,4445,4295,54222,235155657,2.77436E+11,63341590
84680,E-WORLD,1436,-89,-5.84,1525,1525,1430,556579,813652149,2.03634E+11,141806193
17940,E1,86900,-2600,-2.91,90400,90400,86600,12298,1080088700,5.96134E+11,6860000
450080,ECOPRO MAT,64100,-3400,-5.04,67000,69000,64000,642475,42554792750,4.53223E+12,70705607
74610,ENPLUS,5110,0,0,0,0,0,0,0,44815400070,8770137
365550,ESRKSREIT,4130,-65,-1.55,4195,4195,4070,266749,1100469549,1.01635E+12,246089000
1200,EUGENEIS,4945,-215,-4.17,5220,5240,4945,1166549,5851424098,4.79004E+11,96866418
700,EUSU HOLDINGS,5460,-200,-3.53,5630,5720,5420,90615,497687745,1.42188E+11,26041812
19490,EXICURE HITRON,541,0,0,0,0,0,0,0,41349858070,76432270
8250,EagonInd,3310,-245,-6.89,3530,3530,3305,45198,151247880,36253221850,10952635
11090,Enex,1467,-54,-3.55,1536,1548,1440,155363,230645150,17601547176,11998328
383220,F&F,74400,900,1.22,73500,74400,71500,111682,8173119150,2.85005E+12,38307075
7700,F&F Holdings,17680,-290,-1.61,17880,18020,17580,10888,192974980,6.91542E+11,39114367
36580,FARMSCO,2545,-190,-6.95,2700,2735,2490,259718,670071610,93472614935,36727943
133820,FINEBESTEEL,1188,-73,-5.79,1266,1266,1181,225136,269446868,44092028376,37114502
10820,FIRSTEC,10310,-400,-3.73,10680,10730,10100,1592668,16330812480,5.02839E+11,48771938
93370,FOOSUNG,12260,-640,-4.96,13500,13500,12250,1839659,23633371830,1.31495E+12,107255330
16800,Fursys,29150,-400,-1.35,29600,29600,29050,876,25536275,3.35225E+11,11500000
11420,GALAXIA SM,1613,-44,-2.66,1657,1668,1591,118959,192590167,44437575772,27549644
500,GAONCABLE,385500,-38000,-8.97,431000,431000,380500,84508,33394079000,6.37737E+12,16543115
6280,GC Biopharma Corp.,150200,7000,4.89,152600,161100,146000,304772,46725455300,1.75532E+12,11686538
5250,GC Corp.,14560,400,2.82,14670,14820,14260,489231,7098604340,6.84731E+11,47028210
5257,GC Corp.(2PB),24350,750,3.18,24350,27000,24300,10660,272303250,20599856500,845990
11000,GENEONE,1177,-119,-9.18,1294,1294,1150,5502614,6548780177,1.06969E+11,90882907
114090,GKL,10890,-410,-3.63,11230,11280,10810,740508,8100712645,6.73608E+11,61855670
13870,GMB Korea,4145,-160,-3.72,4270,4305,4120,70370,293687102,79054600600,19072280
83420,GREEN CHEMICAL,5080,-180,-3.42,5220,5260,5070,77491,396492805,1.2192E+11,24000000
78930,GS,74800,-2200,-2.86,77100,77400,73700,233272,17460364000,6.95007E+12,92915378
6360,GS E&C,29600,-2250,-7.06,31650,31750,29400,1339626,40264974900,2.53321E+12,85581490
1250,GS Global,3465,-145,-4.02,3610,3615,3440,959424,3358465862,2.85979E+11,82533764
499790,GS P&L,43450,-550,-1.25,43500,44700,42300,88591,3849813250,8.6165E+11,19830841
7070,GS Retail,27000,-150,-0.55,27250,27550,26200,194727,5190565750,2.2574E+12,83607415
78935,GS(1P),56500,-700,-1.22,56300,57500,56000,6581,370993300,1.00843E+11,1784826
37710,Gwangju Shinsegae,35200,50,0.14,35150,35650,34450,21280,742942100,2.68476E+11,7627172
3530,H.I.S.C,6340,-360,-5.37,6810,6890,6320,2428047,15748205130,1.36023E+12,214547775
3535,H.I.S.C(1P),7680,-310,-3.88,7990,7990,7600,32524,249990740,36864000000,4800000
241590,H.S.ENTERPRISE,3640,-175,-4.59,3800,3805,3610,205133,750408872,2.20545E+11,60589276
195870,HAESUNG DS,92300,-10100,-9.86,101800,101800,91600,554411,52223909250,1.5691E+12,17000000
86790,HANAFINANCIALGR,118400,-1600,-1.33,119500,121500,117100,705594,83808931950,3.24851E+13,274367748
9420,HANALL BIOPHARMA,70700,11600,19.63,58900,73000,58800,2245095,1.545E+11,3.69341E+12,52240638
39130,HANATOUR SERVICE,37650,-500,-1.31,38200,38350,37600,84879,3204242925,5.83196E+11,15489932
2390,HANDOK,8660,-100,-1.14,8900,8900,8550,24777,214931300,1.19192E+11,13763533
143210,HANDS CORPORATION,1199,0,0,0,0,0,0,0,26229020653,21875747
300720,HANILCMT,14680,-400,-2.65,15050,15080,14530,144519,2130211785,1.07964E+12,73545209
3300,HANILHOLDINGS,16460,-200,-1.2,16540,16800,16450,27882,463772245,5.07509E+11,30832884
180640,HANJINKAL,112400,-3800,-3.27,115000,117900,110600,163601,18442083000,7.50408E+12,66762279
18064K,HANJINKAL(1P),29100,-1400,-4.59,30000,30700,28900,5137,150497000,15619890600,536766
240,HANKOOK & COMPANY,24000,-400,-1.64,24250,24850,23600,124801,3009834050,2.27845E+12,94935240
161390,HANKOOK TIRE & TECHNOLOGY,62500,-1100,-1.73,64000,67900,62000,533656,34329040500,7.74219E+12,123875069
123690,HANKOOKCOSMETICS,7690,-220,-2.78,7870,7910,7470,113941,869059930,1.23563E+11,16068000
42700,HANMISemi,319000,-10000,-3.04,350500,354000,312000,1860431,6.08079E+11,3.04046E+13,95312200
11500,HANNONG,19010,-1190,-5.89,20250,20325,18970,222858,4337420895,2.9726E+11,15637042
69640,HANSAEMK,1265,-79,-5.88,1335,1335,1246,69055,87362834,28340112515,22403251
4150,HANSOL HOLDINGS,4135,80,1.97,4055,4200,3910,1122544,4558138837,1.69645E+11,41026620
213500,HANSOLPAPER,6670,-200,-2.91,6870,6880,6580,232974,1561815875,1.5875E+11,23800576
12450,HANWHA AEROSPACE,1244000,-7000,-0.56,1262000,1304000,1242000,238820,3.02021E+11,6.41449E+13,51563401
452260,HANWHA GALLERIA,3000,-150,-4.76,3160,3175,2945,3760837,11336742208,5.81579E+11,193859610
45226K,HANWHA GALLERIA(1P),6550,-290,-4.24,6840,6840,6530,15795,103771040,19024278500,2904470
88350,HANWHA LIFE,5160,-240,-4.44,5400,5500,5110,6573060,34478873950,4.48161E+12,868530000
9830,HANWHA SOLUTIONS,42350,-2100,-4.72,43750,44100,42000,1687640,72404079200,7.27965E+12,171892536
9835,HANWHA SOLUTIONS(1P),24000,-1250,-4.95,24950,24950,23950,12863,312176000,61808376000,2575349
272210,HANWHA SYSTEMS,109600,-5400,-4.7,116300,116500,109300,649203,72763655850,2.07056E+13,188919389
00088K,HANWHA(3PB),50200,-600,-1.18,50800,53500,49550,80857,4160654075,9.74103E+11,19404441
267270,HD CE,160900,-3600,-2.19,165600,171900,160700,461908,76953351050,7.71063E+12,47921897
267250,HD HYUNDAI,285500,-4000,-1.38,285500,302000,282000,229641,66890889500,2.25525E+13,78993085
